scheduled_shipping_days,actual_shipping_days,delay_days,late_delivery_risk,shipping_mode,order_item_quantity,product_price,product_category,order_region,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio
5.0,7.9,2.9,1,Standard Class,9,161.83,Automotive,Latin America,59.5,14.4,8.9,0.06
5.0,9.2,4.2,1,Standard Class,1,260.64,Automotive,Europe,33.0,63.6,6.2,0.21
5.0,9.7,4.7,1,Standard Class,8,221.2,Automotive,South Asia,23.0,83.7,2.0,0.89
5.0,9.8,4.8,1,Standard Class,6,37.47,Electronics,South Asia,83.7,34.8,6.9,0.59
5.0,11.9,6.9,1,Standard Class,5,376.59,Chemicals,North America,92.0,74.7,6.3,0.73
5.0,7.5,2.5,1,Standard Class,6,99.02,Automotive,Europe,70.5,77.5,3.8,0.14
5.0,7.8,2.8,1,Standard Class,5,467.73,Industrial Parts,Latin America,16.2,64.4,2.1,0.26
5.0,8.1,3.1,1,Standard Class,9,204.91,Apparel,North America,9.2,88.3,9.9,0.22
1.0,4.0,3.0,1,Same Day,2,314.91,Industrial Parts,North America,53.9,14.5,6.4,0.3
5.0,7.0,2.0,0,Standard Class,6,410.97,Industrial Parts,South Asia,55.0,84.3,0.0,0.28
3.0,6.1,3.1,1,Second Class,4,98.35,Electronics,Latin America,63.9,61.1,1.3,0.56
5.0,9.4,4.4,1,Standard Class,3,275.16,Chemicals,Europe,90.6,85.6,2.5,0.69
5.0,10.7,5.7,1,Standard Class,5,126.34,Electronics,South Asia,64.7,53.3,8.1,0.54
1.0,7.5,6.5,1,Same Day,2,259.74,Chemicals,North America,91.6,32.8,4.7,0.32
5.0,6.3,1.3,0,Standard Class,3,293.92,Automotive,East Asia,11.8,89.7,0.6,0.68
5.0,10.6,5.6,1,Standard Class,7,92.88,Electronics,North America,70.9,87.7,2.7,0.55
3.0,10.1,7.1,1,Second Class,1,294.6,Apparel,East Asia,92.7,26.8,9.8,0.62
5.0,9.0,4.0,1,Standard Class,2,232.9,Chemicals,South Asia,46.3,74.4,7.7,0.24
2.0,5.0,3.0,1,First Class,3,265.78,Electronics,Europe,96.8,9.1,0.0,0.91
5.0,7.7,2.7,1,Standard Class,7,453.43,Apparel,Latin America,55.3,8.6,8.4,0.34
5.0,10.0,5.0,1,Standard Class,4,247.06,Industrial Parts,East Asia,94.3,51.1,1.9,0.38
5.0,7.9,2.9,1,Standard Class,8,243.31,Automotive,Latin America,74.9,3.6,3.3,0.54
5.0,7.0,2.0,0,Standard Class,8,240.5,Automotive,South Asia,45.8,43.4,1.2,0.09
2.0,1.7,0.0,0,First Class,1,315.32,Industrial Parts,South Asia,3.4,79.1,0.1,0.22
3.0,9.1,6.1,1,Second Class,5,190.08,Electronics,South Asia,65.7,88.9,5.0,0.78
5.0,9.3,4.3,1,Standard Class,1,402.67,Industrial Parts,Europe,25.4,25.5,2.9,0.76
5.0,5.8,0.8,0,Standard Class,7,150.16,Apparel,East Asia,28.9,7.7,3.6,0.18
3.0,4.8,1.8,0,Second Class,4,156.78,Chemicals,Latin America,2.0,63.1,1.7,0.58
5.0,6.9,1.9,0,Standard Class,8,298.49,Electronics,North America,55.8,26.5,8.1,0.11
5.0,5.9,0.9,0,Standard Class,8,137.35,Chemicals,South Asia,28.9,2.3,1.7,0.12
5.0,10.3,5.3,1,Standard Class,9,54.07,Industrial Parts,Latin America,98.2,13.1,5.2,0.77
5.0,10.4,5.4,1,Standard Class,6,110.74,Automotive,Latin America,74.9,93.8,4.7,0.47
3.0,10.1,7.1,1,Second Class,7,457.69,Chemicals,Europe,35.7,87.5,9.2,0.88
1.0,7.3,6.3,1,Same Day,7,15.24,Chemicals,East Asia,29.4,83.0,9.9,0.48
5.0,11.3,6.3,1,Standard Class,5,75.4,Automotive,Europe,71.5,33.9,9.1,0.78
5.0,7.5,2.5,1,Standard Class,7,381.44,Chemicals,Europe,25.4,71.5,7.3,0.62
5.0,9.9,4.9,1,Standard Class,9,490.13,Chemicals,Latin America,44.8,95.7,4.3,0.44
5.0,6.0,1.0,0,Standard Class,4,347.21,Automotive,East Asia,16.0,56.8,1.3,0.55
5.0,9.5,4.5,1,Standard Class,2,461.94,Automotive,East Asia,25.4,33.3,8.7,0.89
2.0,5.5,3.5,1,First Class,8,429.07,Industrial Parts,East Asia,9.8,79.9,7.2,0.12
5.0,7.6,2.6,1,Standard Class,7,245.19,Industrial Parts,South Asia,42.7,43.0,1.3,0.53
5.0,10.4,5.4,1,Standard Class,6,173.43,Chemicals,East Asia,92.7,57.7,0.9,0.1
5.0,8.2,3.2,1,Standard Class,7,319.8,Electronics,Latin America,10.1,54.1,6.7,0.55
5.0,9.6,4.6,1,Standard Class,3,271.44,Industrial Parts,South Asia,43.7,21.7,9.1,0.6
5.0,9.4,4.4,1,Standard Class,6,22.66,Industrial Parts,North America,29.8,0.1,2.1,0.78
3.0,6.8,3.8,1,Second Class,7,479.08,Electronics,Europe,36.3,99.9,4.1,0.77
5.0,9.3,4.3,1,Standard Class,7,289.42,Electronics,East Asia,77.1,41.7,9.6,0.06
3.0,8.0,5.0,1,Second Class,5,438.5,Automotive,North America,43.5,28.4,9.5,0.11
5.0,11.1,6.1,1,Standard Class,3,369.97,Industrial Parts,East Asia,65.0,76.6,7.0,0.67
5.0,9.8,4.8,1,Standard Class,2,177.01,Apparel,Europe,97.2,59.3,4.7,0.21
5.0,7.8,2.8,1,Standard Class,7,451.57,Apparel,Latin America,61.6,88.0,3.7,0.53
5.0,8.0,3.0,1,Standard Class,4,397.31,Chemicals,Latin America,33.7,78.1,3.9,0.26
5.0,7.6,2.6,1,Standard Class,2,220.6,Industrial Parts,Europe,39.8,28.2,5.0,0.8
5.0,11.3,6.3,1,Standard Class,8,421.83,Apparel,North America,69.6,59.2,6.9,0.66
3.0,7.4,4.4,1,Second Class,2,143.06,Industrial Parts,South Asia,69.4,50.3,5.1,0.44
3.0,4.2,1.2,0,Second Class,6,338.63,Industrial Parts,South Asia,36.8,95.5,2.3,0.25
5.0,7.8,2.8,1,Standard Class,4,66.15,Apparel,East Asia,72.4,24.0,7.5,0.64
5.0,7.6,2.6,1,Standard Class,9,434.23,Industrial Parts,Europe,55.1,28.4,4.5,0.37
5.0,9.5,4.5,1,Standard Class,5,367.42,Electronics,Europe,98.0,92.0,5.7,0.58
5.0,10.1,5.1,1,Standard Class,4,84.76,Chemicals,South Asia,90.8,45.8,7.8,0.65
5.0,9.5,4.5,1,Standard Class,8,20.45,Automotive,North America,82.4,45.7,3.8,0.17
2.0,4.3,2.3,1,First Class,3,201.04,Apparel,Europe,3.4,86.8,9.3,0.09
5.0,9.3,4.3,1,Standard Class,9,340.88,Automotive,Latin America,38.0,29.6,5.1,0.49
5.0,8.6,3.6,1,Standard Class,8,148.74,Chemicals,Latin America,57.3,69.7,7.0,0.19
5.0,9.5,4.5,1,Standard Class,8,486.9,Electronics,Europe,52.2,72.2,7.6,0.13
5.0,6.6,1.6,0,Standard Class,5,467.99,Electronics,North America,76.4,44.2,3.6,0.13
3.0,8.8,5.8,1,Second Class,1,302.99,Electronics,Latin America,90.9,33.4,2.6,0.68
5.0,13.2,8.2,1,Standard Class,9,164.64,Electronics,North America,78.7,74.7,9.2,0.86
5.0,7.9,2.9,1,Standard Class,2,449.17,Apparel,South Asia,22.0,25.6,3.1,0.89
3.0,6.8,3.8,1,Second Class,1,403.7,Apparel,East Asia,48.6,81.9,1.1,0.89
5.0,9.0,4.0,1,Standard Class,6,52.22,Industrial Parts,South Asia,39.4,41.6,5.0,0.65
3.0,8.1,5.1,1,Second Class,1,243.4,Industrial Parts,East Asia,76.6,1.8,8.2,0.88
5.0,8.4,3.4,1,Standard Class,7,490.8,Chemicals,Latin America,89.5,56.9,2.8,0.17
5.0,11.0,6.0,1,Standard Class,7,232.41,Industrial Parts,East Asia,28.7,19.4,4.9,0.59
3.0,8.3,5.3,1,Second Class,1,467.13,Chemicals,East Asia,48.9,46.7,3.6,0.73
5.0,10.3,5.3,1,Standard Class,5,488.87,Chemicals,Europe,73.2,80.8,0.2,0.9
5.0,6.7,1.7,0,Standard Class,3,199.81,Chemicals,East Asia,5.0,19.0,1.4,0.35
5.0,8.5,3.5,1,Standard Class,2,482.63,Electronics,Europe,96.3,20.8,8.0,0.58
5.0,10.0,5.0,1,Standard Class,5,77.59,Automotive,East Asia,80.0,47.4,9.3,0.41
3.0,5.5,2.5,1,Second Class,5,88.46,Automotive,Europe,54.3,47.7,0.0,0.53
2.0,8.7,6.7,1,First Class,2,145.51,Apparel,Latin America,77.9,45.4,8.6,0.5
1.0,6.0,5.0,1,Same Day,6,239.1,Chemicals,Latin America,83.6,69.4,7.2,0.81
3.0,8.1,5.1,1,Second Class,7,98.7,Electronics,East Asia,49.4,26.9,6.8,0.79
5.0,7.2,2.2,1,Standard Class,1,176.69,Industrial Parts,North America,44.0,26.1,4.3,0.41
5.0,8.7,3.7,1,Standard Class,3,60.79,Industrial Parts,Latin America,83.8,2.2,3.3,0.3
5.0,9.4,4.4,1,Standard Class,4,220.7,Apparel,South Asia,86.0,38.2,4.1,0.82
5.0,8.9,3.9,1,Standard Class,2,415.46,Apparel,South Asia,12.4,19.6,6.0,0.91
5.0,10.4,5.4,1,Standard Class,5,301.58,Chemicals,Europe,90.8,59.2,9.5,0.07
2.0,4.9,2.9,1,First Class,4,406.98,Chemicals,North America,27.7,18.1,2.1,0.5
5.0,12.7,7.7,1,Standard Class,2,76.5,Industrial Parts,Europe,66.7,89.5,9.7,0.74
5.0,11.2,6.2,1,Standard Class,1,205.72,Industrial Parts,East Asia,70.9,84.9,2.3,0.94
5.0,10.7,5.7,1,Standard Class,8,29.27,Industrial Parts,Latin America,28.0,76.5,8.5,0.53
2.0,8.5,6.5,1,First Class,2,191.29,Industrial Parts,North America,30.4,80.9,6.6,0.7
3.0,9.3,6.3,1,Second Class,4,311.1,Automotive,Europe,70.6,96.0,7.5,0.89
3.0,6.3,3.3,1,Second Class,5,288.75,Chemicals,Europe,17.5,32.0,8.3,0.39
5.0,9.0,4.0,1,Standard Class,2,39.56,Chemicals,South Asia,85.8,98.0,0.1,0.85
2.0,5.3,3.3,1,First Class,9,40.41,Industrial Parts,East Asia,22.3,89.1,7.2,0.29
5.0,7.4,2.4,1,Standard Class,2,159.48,Electronics,Europe,35.1,36.2,10.0,0.7
2.0,7.9,5.9,1,First Class,6,387.99,Industrial Parts,South Asia,26.7,86.4,4.9,0.91
5.0,8.9,3.9,1,Standard Class,7,20.08,Apparel,North America,24.5,89.7,5.4,0.63
5.0,10.2,5.2,1,Standard Class,6,311.8,Electronics,Europe,97.9,3.6,1.1,0.39
5.0,8.1,3.1,1,Standard Class,4,100.01,Apparel,South Asia,25.3,87.6,3.4,0.12
3.0,5.8,2.8,1,Second Class,1,472.71,Electronics,East Asia,57.8,43.3,6.1,0.23
5.0,7.8,2.8,1,Standard Class,2,220.81,Apparel,Latin America,74.5,81.1,1.2,0.71
2.0,2.3,0.3,0,First Class,6,33.46,Industrial Parts,North America,4.2,11.1,3.3,0.94
5.0,8.2,3.2,1,Standard Class,8,359.68,Industrial Parts,Europe,88.2,17.2,3.5,0.81
5.0,10.6,5.6,1,Standard Class,3,247.46,Electronics,South Asia,15.3,97.9,8.1,0.76
5.0,9.1,4.1,1,Standard Class,7,441.81,Apparel,Europe,58.8,41.6,5.4,0.07
5.0,10.5,5.5,1,Standard Class,9,329.39,Automotive,Latin America,64.1,79.8,5.5,0.71
5.0,10.1,5.1,1,Standard Class,4,349.34,Electronics,Europe,63.0,75.0,2.8,0.79
5.0,7.7,2.7,1,Standard Class,7,385.96,Electronics,Europe,73.3,78.6,3.1,0.34
3.0,8.1,5.1,1,Second Class,7,215.97,Chemicals,South Asia,93.1,76.5,4.5,0.95
5.0,9.6,4.6,1,Standard Class,9,398.35,Electronics,Latin America,92.7,91.4,8.2,0.08
1.0,5.2,4.2,1,Same Day,3,34.81,Automotive,North America,57.8,59.3,3.2,0.4
5.0,6.2,1.2,0,Standard Class,1,385.11,Industrial Parts,South Asia,37.0,42.5,3.2,0.24
2.0,7.9,5.9,1,First Class,8,321.79,Apparel,Latin America,32.2,92.5,5.7,0.93
5.0,9.3,4.3,1,Standard Class,4,287.67,Chemicals,Latin America,88.7,35.7,8.4,0.65
5.0,11.2,6.2,1,Standard Class,2,165.89,Apparel,Europe,85.3,63.1,5.0,0.43
5.0,7.9,2.9,1,Standard Class,5,65.92,Industrial Parts,East Asia,29.6,85.5,1.3,0.93
5.0,7.7,2.7,1,Standard Class,4,327.13,Electronics,East Asia,15.2,91.6,9.2,0.11
2.0,7.9,5.9,1,First Class,1,241.12,Automotive,North America,86.1,94.9,4.7,0.25
5.0,9.9,4.9,1,Standard Class,7,116.74,Chemicals,Europe,60.8,66.0,7.7,0.43
5.0,7.4,2.4,1,Standard Class,4,31.25,Automotive,East Asia,31.3,72.0,0.4,0.16
2.0,8.6,6.6,1,First Class,8,273.99,Automotive,South Asia,61.1,49.8,8.4,0.95
5.0,6.9,1.9,0,Standard Class,9,71.89,Automotive,North America,6.6,28.5,0.6,0.57
3.0,7.2,4.2,1,Second Class,8,465.42,Automotive,Europe,19.0,1.6,9.7,0.2
5.0,8.4,3.4,1,Standard Class,1,83.81,Industrial Parts,South Asia,54.6,22.2,8.9,0.27
2.0,6.2,4.2,1,First Class,8,25.69,Automotive,East Asia,53.9,98.0,2.7,0.41
5.0,9.6,4.6,1,Standard Class,5,138.4,Automotive,East Asia,24.7,80.6,2.2,0.7
5.0,12.0,7.0,1,Standard Class,1,95.73,Industrial Parts,East Asia,98.2,47.9,7.8,0.32
5.0,6.3,1.3,0,Standard Class,9,397.71,Apparel,East Asia,41.2,34.4,1.5,0.32
2.0,6.4,4.4,1,First Class,9,151.78,Industrial Parts,Latin America,70.9,6.4,8.7,0.61
5.0,5.9,0.9,0,Standard Class,7,130.17,Electronics,North America,25.8,1.0,0.3,0.09
5.0,9.9,4.9,1,Standard Class,7,497.46,Industrial Parts,North America,42.4,75.5,6.5,0.69
3.0,8.5,5.5,1,Second Class,1,83.53,Apparel,East Asia,83.1,98.6,2.6,0.54
2.0,8.2,6.2,1,First Class,9,51.65,Electronics,North America,84.9,25.4,8.4,0.44
2.0,4.8,2.8,1,First Class,1,159.76,Electronics,South Asia,13.5,27.5,3.8,0.4
1.0,4.2,3.2,1,Same Day,7,208.49,Chemicals,South Asia,35.5,93.5,4.3,0.25
5.0,8.1,3.1,1,Standard Class,9,382.61,Automotive,North America,20.3,60.2,1.5,0.27
5.0,12.6,7.6,1,Standard Class,9,478.17,Electronics,East Asia,89.0,17.4,6.3,0.5
3.0,5.8,2.8,1,Second Class,5,384.2,Electronics,Europe,75.4,4.6,4.7,0.23
2.0,4.7,2.7,1,First Class,6,366.05,Apparel,East Asia,56.3,56.4,0.1,0.56
5.0,8.8,3.8,1,Standard Class,2,495.81,Electronics,Latin America,65.0,45.3,7.3,0.63
5.0,10.7,5.7,1,Standard Class,2,385.03,Apparel,Europe,91.4,43.2,1.3,0.46
3.0,5.3,2.3,1,Second Class,9,78.37,Automotive,Latin America,30.3,96.9,5.3,0.15
5.0,7.7,2.7,1,Standard Class,1,236.15,Chemicals,North America,1.4,26.3,5.4,0.89
5.0,8.8,3.8,1,Standard Class,5,256.72,Chemicals,Latin America,2.6,48.8,3.0,0.8
5.0,6.4,1.4,0,Standard Class,7,159.36,Automotive,North America,4.7,21.3,2.3,0.91
5.0,7.9,2.9,1,Standard Class,6,90.49,Automotive,Latin America,12.8,32.2,3.1,0.38
3.0,6.5,3.5,1,Second Class,6,358.75,Industrial Parts,Europe,57.1,76.6,4.0,0.08
5.0,7.6,2.6,1,Standard Class,6,145.97,Electronics,Latin America,98.1,19.7,9.3,0.44
3.0,8.7,5.7,1,Second Class,8,316.08,Electronics,East Asia,42.0,67.6,6.7,0.47
5.0,11.5,6.5,1,Standard Class,7,168.07,Electronics,North America,71.2,13.0,9.7,0.69
5.0,7.9,2.9,1,Standard Class,5,258.06,Apparel,South Asia,79.2,19.1,0.8,0.71
3.0,5.1,2.1,1,Second Class,2,175.16,Industrial Parts,Latin America,80.1,2.3,0.5,0.43
5.0,8.6,3.6,1,Standard Class,6,211.76,Electronics,North America,44.3,63.0,0.6,0.93
5.0,10.8,5.8,1,Standard Class,5,368.71,Apparel,South Asia,55.0,99.0,8.6,0.15
5.0,10.8,5.8,1,Standard Class,4,443.07,Apparel,North America,32.9,65.6,8.3,0.86
5.0,10.8,5.8,1,Standard Class,5,259.29,Chemicals,North America,68.8,92.3,4.4,0.74
5.0,9.8,4.8,1,Standard Class,9,309.02,Apparel,South Asia,38.3,52.6,4.4,0.53
2.0,4.8,2.8,1,First Class,2,433.56,Automotive,South Asia,31.1,68.0,4.3,0.74
3.0,8.0,5.0,1,Second Class,6,80.18,Apparel,Europe,62.7,92.6,9.4,0.73
3.0,6.7,3.7,1,Second Class,9,89.48,Automotive,Latin America,34.1,8.6,2.6,0.2
5.0,8.7,3.7,1,Standard Class,5,186.03,Automotive,Latin America,40.8,59.7,7.2,0.53
5.0,8.5,3.5,1,Standard Class,6,161.44,Chemicals,North America,71.1,57.6,1.1,0.47
5.0,8.3,3.3,1,Standard Class,4,493.32,Chemicals,East Asia,85.3,3.3,2.6,0.49
5.0,7.4,2.4,1,Standard Class,5,286.41,Apparel,East Asia,43.5,15.6,6.0,0.2
5.0,9.1,4.1,1,Standard Class,8,266.71,Chemicals,North America,52.2,55.2,6.0,0.4
5.0,9.4,4.4,1,Standard Class,1,293.57,Chemicals,Europe,74.6,49.8,5.5,0.52
1.0,4.4,3.4,1,Same Day,1,438.83,Electronics,South Asia,22.5,34.4,1.2,0.67
5.0,11.7,6.7,1,Standard Class,4,129.34,Apparel,North America,41.5,69.8,7.5,0.43
5.0,10.0,5.0,1,Standard Class,3,260.37,Apparel,Latin America,81.1,36.0,7.1,0.63
3.0,10.3,7.3,1,Second Class,5,142.77,Apparel,East Asia,89.4,76.9,6.8,0.61
5.0,9.7,4.7,1,Standard Class,8,392.48,Chemicals,East Asia,64.5,80.9,1.3,0.78
2.0,4.7,2.7,1,First Class,1,390.79,Chemicals,East Asia,39.3,64.5,2.2,0.42
3.0,7.1,4.1,1,Second Class,5,479.14,Automotive,Europe,60.6,27.9,9.1,0.84
2.0,4.1,2.1,1,First Class,5,228.94,Industrial Parts,Latin America,17.9,80.3,4.8,0.07
5.0,4.7,0.0,0,Standard Class,2,87.74,Industrial Parts,Europe,2.9,25.2,4.2,0.86
3.0,7.8,4.8,1,Second Class,5,449.24,Industrial Parts,South Asia,7.5,30.3,8.7,0.91
5.0,7.9,2.9,1,Standard Class,8,446.4,Electronics,North America,10.8,60.9,2.9,0.42
3.0,8.0,5.0,1,Second Class,7,124.99,Chemicals,North America,22.6,68.9,8.3,0.9
5.0,8.0,3.0,1,Standard Class,2,145.37,Automotive,East Asia,46.2,37.1,4.4,0.83
5.0,8.0,3.0,1,Standard Class,6,163.57,Automotive,East Asia,23.2,59.1,6.2,0.1
5.0,9.1,4.1,1,Standard Class,1,231.36,Industrial Parts,South Asia,58.5,24.8,3.6,0.64
5.0,12.2,7.2,1,Standard Class,3,416.23,Electronics,Europe,99.8,79.5,9.2,0.88
2.0,4.5,2.5,1,First Class,6,80.74,Electronics,Latin America,49.8,99.2,1.1,0.24
3.0,8.2,5.2,1,Second Class,9,353.19,Industrial Parts,South Asia,75.7,69.8,2.2,0.88
3.0,3.4,0.4,0,Second Class,1,182.87,Industrial Parts,North America,29.2,31.9,2.0,0.24
5.0,10.4,5.4,1,Standard Class,6,105.87,Chemicals,North America,96.3,34.9,2.6,0.62
3.0,5.9,2.9,1,Second Class,2,175.83,Electronics,Europe,24.9,3.1,4.5,0.39
5.0,10.8,5.8,1,Standard Class,9,271.31,Automotive,South Asia,59.7,64.7,1.2,0.54
2.0,4.7,2.7,1,First Class,2,461.49,Industrial Parts,Latin America,98.3,60.0,0.4,0.3
2.0,6.9,4.9,1,First Class,3,317.85,Chemicals,South Asia,80.8,95.5,5.7,0.42
5.0,9.9,4.9,1,Standard Class,2,307.47,Automotive,South Asia,99.2,40.2,5.0,0.5
2.0,4.8,2.8,1,First Class,4,63.28,Electronics,Europe,38.0,93.3,3.4,0.5
5.0,7.4,2.4,1,Standard Class,4,49.1,Industrial Parts,Latin America,7.8,76.0,1.7,0.94
5.0,7.5,2.5,1,Standard Class,1,73.44,Industrial Parts,North America,24.3,28.8,1.2,0.82
5.0,7.9,2.9,1,Standard Class,8,56.82,Chemicals,East Asia,95.8,1.6,8.9,0.18
5.0,10.8,5.8,1,Standard Class,5,292.42,Chemicals,Latin America,37.1,72.7,4.3,0.91
3.0,6.7,3.7,1,Second Class,8,231.78,Electronics,North America,12.5,49.6,9.5,0.56
5.0,10.2,5.2,1,Standard Class,6,12.45,Industrial Parts,Europe,59.3,96.2,3.3,0.6
5.0,8.4,3.4,1,Standard Class,2,182.02,Chemicals,Latin America,50.0,2.2,6.1,0.3
5.0,8.0,3.0,1,Standard Class,7,72.41,Industrial Parts,Latin America,6.2,52.2,5.7,0.32
3.0,6.7,3.7,1,Second Class,9,494.18,Electronics,North America,45.3,78.9,1.6,0.17
2.0,6.7,4.7,1,First Class,7,235.48,Industrial Parts,North America,63.3,79.0,4.9,0.8
3.0,9.1,6.1,1,Second Class,5,218.8,Automotive,South Asia,23.3,67.2,4.8,0.49
3.0,5.1,2.1,1,Second Class,4,325.65,Industrial Parts,South Asia,12.4,39.4,5.1,0.14
5.0,7.8,2.8,1,Standard Class,8,184.98,Apparel,Latin America,86.5,6.7,3.0,0.45
5.0,6.6,1.6,0,Standard Class,6,360.6,Apparel,East Asia,62.5,30.2,2.4,0.36
5.0,6.7,1.7,0,Standard Class,5,453.35,Electronics,Europe,15.5,65.1,4.1,0.67
5.0,14.1,9.1,1,Standard Class,7,254.46,Electronics,North America,62.9,77.1,9.2,0.22
3.0,9.2,6.2,1,Second Class,3,197.63,Electronics,South Asia,73.5,81.7,5.7,0.89
5.0,9.3,4.3,1,Standard Class,9,265.73,Automotive,Europe,59.8,77.4,4.7,0.75
3.0,3.9,0.9,0,Second Class,4,305.74,Automotive,Latin America,11.6,32.4,2.0,0.4
5.0,9.4,4.4,1,Standard Class,4,425.37,Industrial Parts,North America,12.5,69.4,9.3,0.22
5.0,8.4,3.4,1,Standard Class,8,203.29,Chemicals,North America,4.5,96.9,6.6,0.74
5.0,8.6,3.6,1,Standard Class,6,35.2,Apparel,South Asia,23.4,13.7,9.9,0.16
2.0,4.6,2.6,1,First Class,1,319.06,Apparel,East Asia,6.0,73.1,1.7,0.13
3.0,8.0,5.0,1,Second Class,2,493.57,Apparel,North America,80.5,41.0,3.9,0.66
2.0,1.5,0.0,0,First Class,9,428.58,Industrial Parts,East Asia,1.5,22.5,3.3,0.23
5.0,10.5,5.5,1,Standard Class,6,381.55,Industrial Parts,Europe,58.1,32.0,3.3,0.63
1.0,4.7,3.7,1,Same Day,7,96.49,Electronics,North America,81.0,16.6,0.3,0.37
5.0,12.3,7.3,1,Standard Class,9,376.82,Chemicals,North America,89.5,81.5,5.4,0.14
5.0,9.7,4.7,1,Standard Class,3,49.92,Electronics,East Asia,40.9,38.7,6.1,0.61
1.0,4.4,3.4,1,Same Day,5,252.02,Industrial Parts,South Asia,62.1,93.8,0.5,0.63
5.0,11.2,6.2,1,Standard Class,5,191.74,Automotive,Latin America,95.1,96.6,8.8,0.54
3.0,7.1,4.1,1,Second Class,7,453.59,Electronics,Europe,67.2,96.6,2.0,0.36
5.0,9.2,4.2,1,Standard Class,2,88.32,Industrial Parts,North America,90.1,15.6,1.5,0.87
5.0,8.1,3.1,1,Standard Class,4,396.55,Industrial Parts,South Asia,68.4,34.6,1.8,0.66
2.0,4.9,2.9,1,First Class,4,33.77,Automotive,North America,6.8,31.0,4.2,0.55
5.0,7.3,2.3,1,Standard Class,8,353.86,Automotive,Europe,19.7,92.3,0.8,0.48
3.0,10.6,7.6,1,Second Class,3,153.95,Automotive,Latin America,94.0,8.6,8.2,0.81
5.0,9.4,4.4,1,Standard Class,2,488.2,Chemicals,North America,84.4,58.9,6.8,0.92
3.0,6.6,3.6,1,Second Class,9,339.15,Industrial Parts,East Asia,42.3,48.5,4.7,0.55
5.0,6.9,1.9,0,Standard Class,4,161.36,Automotive,South Asia,16.1,97.6,5.0,0.09
5.0,8.3,3.3,1,Standard Class,9,125.41,Chemicals,Latin America,15.7,96.3,4.1,0.49
5.0,11.6,6.6,1,Standard Class,6,323.26,Apparel,North America,90.5,42.4,7.2,0.63
5.0,10.1,5.1,1,Standard Class,1,143.64,Apparel,Latin America,16.6,44.1,9.5,0.79
2.0,7.2,5.2,1,First Class,3,101.53,Apparel,East Asia,38.6,38.5,5.5,0.33
5.0,9.3,4.3,1,Standard Class,7,327.36,Industrial Parts,North America,90.1,78.9,5.6,0.66
5.0,4.6,0.0,0,Standard Class,9,364.9,Chemicals,Latin America,3.3,10.0,5.2,0.09
5.0,8.1,3.1,1,Standard Class,8,126.63,Chemicals,North America,63.1,11.6,9.1,0.37
5.0,7.2,2.2,1,Standard Class,5,272.58,Apparel,North America,35.1,70.5,6.4,0.32
3.0,5.8,2.8,1,Second Class,8,335.18,Electronics,Latin America,10.8,1.7,8.7,0.13
1.0,6.9,5.9,1,Same Day,2,471.54,Apparel,North America,56.8,67.1,5.8,0.68
5.0,10.2,5.2,1,Standard Class,3,403.68,Industrial Parts,East Asia,48.5,12.9,7.0,0.38
2.0,3.3,1.3,0,First Class,8,216.2,Apparel,Latin America,9.9,78.6,6.6,0.25
5.0,7.2,2.2,1,Standard Class,9,423.76,Apparel,Latin America,26.7,74.0,4.4,0.18
5.0,7.5,2.5,1,Standard Class,8,226.43,Chemicals,East Asia,74.0,18.2,1.4,0.86
3.0,6.0,3.0,1,Second Class,4,73.76,Apparel,East Asia,75.6,75.7,4.2,0.17
5.0,11.7,6.7,1,Standard Class,6,177.14,Automotive,East Asia,59.9,79.0,8.7,0.83
3.0,4.6,1.6,0,Second Class,5,404.31,Automotive,North America,11.0,92.6,6.6,0.52
2.0,5.9,3.9,1,First Class,4,478.34,Electronics,North America,85.3,72.4,9.4,0.08
5.0,9.0,4.0,1,Standard Class,9,491.96,Industrial Parts,Europe,17.3,86.8,2.8,0.91
2.0,4.5,2.5,1,First Class,3,323.16,Industrial Parts,North America,72.1,63.7,4.7,0.55
3.0,7.6,4.6,1,Second Class,1,244.39,Chemicals,East Asia,4.3,62.6,7.4,0.34
5.0,6.9,1.9,0,Standard Class,7,89.41,Industrial Parts,Europe,33.2,67.5,1.3,0.29
3.0,7.9,4.9,1,Second Class,8,60.24,Electronics,East Asia,47.8,40.6,1.0,0.34
5.0,7.5,2.5,1,Standard Class,3,264.07,Automotive,South Asia,2.8,22.9,7.5,0.24
1.0,3.4,2.4,1,Same Day,3,366.61,Chemicals,Latin America,17.2,41.3,6.7,0.27
3.0,5.0,2.0,0,Second Class,6,168.72,Automotive,South Asia,31.9,59.3,4.8,0.39
5.0,8.2,3.2,1,Standard Class,2,340.59,Electronics,East Asia,98.3,69.0,0.7,0.52
5.0,8.7,3.7,1,Standard Class,6,289.7,Chemicals,North America,77.9,45.7,6.3,0.7
3.0,8.0,5.0,1,Second Class,5,470.97,Apparel,Latin America,84.1,33.0,6.7,0.32
5.0,9.4,4.4,1,Standard Class,7,112.68,Industrial Parts,North America,66.8,24.7,3.0,0.17
5.0,6.9,1.9,0,Standard Class,9,299.62,Electronics,North America,29.2,18.3,0.9,0.07
5.0,7.5,2.5,1,Standard Class,9,212.76,Chemicals,Latin America,70.9,47.6,5.0,0.38
5.0,10.3,5.3,1,Standard Class,1,138.17,Automotive,Latin America,67.4,70.6,4.9,0.76
