distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,port_congestion_index,predicted_delay_days
2988.8,33.4,7,Road,78.2,2.8,7.95
1407.8,15.0,12,Road,94.9,5.1,5.44
3571.2,35.2,37,Multimodal,23.3,2.6,11.89
2200.2,50.9,39,Road,4.8,2.3,7.27
643.9,40.1,28,Multimodal,7.2,9.7,7.79
3980.8,53.6,7,Road,21.7,1.0,8.64
1527.3,45.4,17,Rail,92.0,9.9,6.75
3146.4,28.9,37,Road,12.7,6.2,8.31
1311.2,13.3,14,Sea,74.8,9.6,10.2
2252.8,23.1,4,Sea,86.7,9.0,12.29
3674.1,18.5,22,Road,87.8,6.5,9.3
709.7,63.8,17,Air,41.7,5.9,4.67
4397.7,73.9,35,Road,49.5,9.9,12.09
320.6,65.0,32,Rail,32.3,5.2,5.91
2405.4,58.1,38,Multimodal,14.7,1.8,10.39
4122.5,28.1,31,Air,21.2,9.9,4.56
4255.9,64.1,25,Multimodal,13.5,3.2,13.73
1048.3,54.7,10,Road,40.8,0.9,5.5
652.2,4.7,2,Road,17.0,7.2,2.06
3261.2,81.7,27,Road,40.3,4.5,10.44
193.7,7.7,12,Rail,85.1,3.9,3.32
2186.1,45.5,16,Sea,65.5,6.3,12.51
3584.6,46.4,16,Road,66.3,0.5,9.43
2523.3,75.4,3,Rail,81.2,7.0,7.59
850.1,82.2,25,Road,4.1,5.0,6.34
2194.3,84.6,18,Road,79.5,4.9,9.38
4146.1,51.5,39,Rail,19.6,9.0,8.71
2779.4,61.3,32,Rail,34.6,8.3,7.7
3248.1,8.4,3,Sea,30.8,5.3,11.63
1516.5,44.2,8,Road,10.6,5.8,4.96
852.2,80.9,5,Sea,17.4,8.1,10.07
1154.1,41.3,20,Road,95.6,4.1,6.45
2401.6,6.7,25,Road,60.0,6.7,6.51
1264.6,18.5,6,Rail,47.4,5.4,3.25
2441.1,38.9,28,Air,75.8,5.0,5.39
3186.5,21.8,23,Road,81.4,9.8,8.59
3306.1,35.6,24,Road,11.0,0.2,7.82
745.3,30.3,10,Rail,74.1,4.1,4.76
3378.2,29.0,10,Road,93.2,9.3,8.71
3028.7,8.7,33,Sea,58.5,9.3,14.5
59.0,79.5,9,Sea,61.4,7.5,9.02
269.6,62.5,18,Road,87.0,5.9,5.92
2909.9,56.3,3,Rail,67.9,6.9,7.04
1729.7,54.8,33,Sea,99.5,2.5,12.49
661.7,36.0,10,Road,28.3,4.9,3.82
204.6,74.2,27,Rail,84.5,5.4,6.76
721.5,83.7,35,Road,61.2,0.6,7.65
4309.0,1.0,18,Rail,36.6,8.7,6.29
3275.4,7.6,7,Road,88.3,4.6,7.64
2377.0,60.9,7,Sea,99.6,9.0,14.33
4237.2,21.6,22,Road,5.8,3.9,8.3
2787.9,82.1,10,Road,92.6,4.1,10.08
3266.8,60.2,27,Sea,20.3,2.4,14.13
1275.5,33.5,4,Road,20.5,6.4,4.1
2652.5,37.7,12,Road,4.2,5.5,6.39
649.9,62.3,3,Road,92.2,9.1,5.87
1823.2,13.1,3,Road,75.9,4.3,5.43
154.4,79.6,25,Air,5.3,6.5,5.08
978.7,0.9,26,Sea,63.4,7.1,8.66
341.5,88.1,7,Road,12.0,3.2,4.97
1748.1,15.5,34,Sea,75.1,8.8,11.88
3794.4,66.9,10,Rail,40.9,3.8,7.97
1703.8,4.1,3,Air,5.2,6.4,1.06
3743.2,39.1,28,Road,82.9,6.2,10.43
2956.0,56.9,11,Rail,57.2,4.2,7.22
2295.3,6.8,32,Rail,77.3,1.8,6.25
1069.8,40.2,8,Rail,67.5,5.9,4.9
4150.1,27.6,20,Rail,43.4,3.8,7.45
248.6,45.1,5,Road,69.9,3.8,4.3
3101.7,45.7,13,Sea,1.5,4.9,12.62
2797.5,70.8,11,Rail,34.0,6.8,7.08
1987.5,11.6,34,Multimodal,77.8,7.3,10.26
1085.2,7.9,3,Road,76.3,4.3,3.91
1941.0,36.5,15,Rail,88.7,1.2,6.54
3928.1,79.9,33,Multimodal,61.1,7.9,16.04
3766.3,77.0,10,Rail,94.2,6.7,9.44
4236.5,50.6,3,Air,55.8,8.0,4.95
1388.5,80.0,14,Sea,50.0,3.2,10.88
1745.0,72.6,33,Road,19.7,9.1,7.91
89.2,25.4,33,Rail,77.9,2.6,5.08
4243.6,15.7,36,Road,69.2,2.9,10.33
1485.6,27.5,23,Rail,46.1,5.4,5.16
1821.7,20.8,1,Road,8.7,10.0,3.83
4085.6,56.2,27,Sea,12.6,2.0,15.38
2372.1,52.8,32,Rail,11.4,8.4,6.41
2550.0,54.1,21,Road,37.6,0.0,7.88
797.2,17.4,20,Road,15.9,2.4,3.38
2246.5,71.4,27,Multimodal,86.1,3.5,11.73
4132.3,39.3,36,Road,89.9,6.5,11.5
2516.4,42.8,32,Road,85.7,1.1,9.07
1151.7,89.7,39,Road,60.9,1.3,8.98
145.2,25.8,29,Multimodal,59.6,1.5,5.24
1516.7,35.8,23,Multimodal,89.1,6.6,10.09
2578.8,61.0,35,Rail,40.6,1.1,7.56
196.5,79.3,15,Air,6.2,4.0,4.2
2746.0,11.8,10,Road,47.0,1.6,6.45
2357.7,66.3,15,Multimodal,55.4,3.8,10.81
3526.5,82.7,25,Road,54.9,7.1,10.89
134.9,38.4,17,Road,15.9,2.8,3.21
3514.9,26.2,31,Road,78.3,6.2,9.67
2346.3,61.2,11,Rail,73.2,2.5,7.18
1670.5,22.5,20,Sea,23.0,7.4,9.98
4344.4,34.9,31,Road,55.1,7.8,10.6
724.7,80.8,16,Multimodal,79.0,3.1,8.93
2438.3,53.3,36,Road,0.8,0.2,7.82
1447.8,9.0,39,Road,27.5,1.3,5.54
2376.1,30.0,11,Rail,47.2,4.9,5.44
2487.5,56.6,20,Rail,84.5,3.8,7.91
407.1,43.6,26,Sea,79.9,3.5,8.38
2976.8,59.6,26,Rail,15.1,5.8,7.34
2857.0,68.6,6,Rail,46.3,1.6,7.34
3463.8,43.5,35,Road,30.5,4.6,9.41
412.5,88.8,8,Rail,40.1,2.0,5.5
1341.2,82.4,7,Multimodal,54.1,9.8,10.64
2927.2,5.9,37,Road,49.9,0.5,7.59
619.6,24.3,16,Air,14.2,0.2,2.24
3050.8,27.4,9,Rail,12.2,5.6,5.38
270.3,17.0,11,Road,13.0,0.6,2.26
1510.5,28.4,21,Multimodal,84.1,8.1,9.92
3811.0,38.5,7,Rail,2.0,8.2,6.01
3485.4,5.1,12,Road,20.2,4.3,6.45
2903.2,11.9,21,Road,95.6,8.4,7.81
3917.7,9.1,5,Road,6.6,7.4,6.66
3193.2,4.6,6,Sea,3.6,1.4,10.23
2339.6,43.6,26,Rail,38.7,8.6,6.44
4408.8,30.4,29,Air,15.1,8.7,4.34
3128.4,84.2,3,Road,56.6,3.2,9.57
2708.1,9.7,11,Road,33.9,7.7,5.91
1842.9,83.4,23,Road,20.9,9.0,8.0
4061.3,8.2,25,Rail,99.9,7.5,7.91
1334.2,55.9,12,Multimodal,34.1,0.9,7.2
46.4,22.7,1,Rail,64.1,0.9,2.51
889.3,74.5,4,Road,87.4,9.8,6.66
497.3,6.0,1,Air,92.2,5.4,2.48
1438.9,85.7,6,Sea,41.0,6.4,11.08
3717.3,4.7,34,Road,97.6,9.1,9.83
2933.6,22.1,27,Sea,72.5,0.1,12.34
764.6,42.0,16,Road,58.3,4.3,4.87
3550.8,68.2,11,Road,69.3,5.7,10.13
2271.5,85.6,14,Road,36.0,0.0,8.68
2309.7,38.8,38,Rail,42.4,6.2,7.15
1632.7,68.3,10,Road,58.6,8.5,7.25
3891.5,65.6,13,Road,32.7,0.5,9.56
1435.9,51.6,34,Road,76.9,8.0,7.68
428.2,62.3,33,Sea,25.1,9.8,9.95
1365.8,3.9,33,Multimodal,79.7,9.2,9.32
3220.5,40.0,39,Sea,15.2,5.4,14.43
2960.8,70.8,13,Road,21.7,8.6,8.47
850.1,42.9,17,Road,75.3,7.7,5.58
507.5,78.7,9,Road,26.3,8.2,5.16
2975.6,75.1,13,Road,79.5,4.0,10.03
3045.3,77.8,16,Rail,78.4,4.8,8.95
1650.8,12.1,37,Rail,25.7,2.4,4.95
3793.4,22.4,30,Sea,7.3,0.5,12.9
4402.0,3.1,39,Rail,16.6,6.0,6.93
929.4,88.5,33,Road,75.3,3.1,8.27
2598.9,21.6,6,Road,84.7,5.0,6.84
29.0,33.4,12,Rail,38.3,9.6,3.08
3210.2,25.1,2,Road,16.4,0.6,6.52
1867.2,4.1,33,Road,7.5,8.7,5.16
873.7,23.9,15,Road,21.6,0.9,3.55
3386.2,9.3,17,Road,98.0,6.5,8.3
3648.9,35.8,35,Road,17.0,3.4,8.92
504.7,87.0,31,Sea,8.6,1.0,8.76
189.3,63.0,30,Air,78.5,7.6,6.0
1506.7,63.8,38,Road,61.5,7.0,8.42
2818.8,41.1,16,Road,53.5,6.4,8.12
3571.4,73.1,17,Sea,44.8,9.6,17.1
2459.6,81.8,7,Road,70.2,0.2,8.95
2615.5,86.6,5,Road,69.8,4.3,9.41
3600.4,9.4,27,Road,42.4,5.6,8.16
2382.2,79.2,1,Road,23.4,3.6,7.53
2752.1,20.6,2,Sea,84.1,6.7,12.58
2325.4,36.1,4,Sea,16.5,9.0,11.52
3962.7,31.4,1,Road,53.4,7.0,8.28
1063.6,60.9,29,Road,69.3,5.7,7.11
1191.7,54.0,21,Road,63.9,7.4,6.53
580.2,10.3,35,Road,61.9,1.1,4.97
3688.5,70.6,34,Multimodal,66.3,6.3,15.04
1855.9,39.8,39,Rail,87.6,4.1,7.78
1568.8,0.7,2,Rail,36.5,3.2,3.14
4416.2,37.6,25,Sea,62.7,5.1,17.18
4171.0,46.7,6,Sea,69.7,8.0,16.84
4374.1,6.7,8,Sea,59.0,4.1,14.7
644.6,14.0,35,Road,90.3,7.0,5.43
4011.2,89.4,19,Road,65.5,5.9,11.75
1482.5,78.5,9,Rail,42.4,9.2,6.56
61.9,12.4,33,Road,84.6,4.4,4.59
1763.9,52.4,8,Multimodal,49.0,8.2,9.75
2293.8,34.4,38,Rail,53.0,8.4,6.94
491.5,49.2,32,Multimodal,58.2,4.6,7.93
2421.9,42.6,23,Road,32.3,4.9,7.24
3688.5,4.8,34,Air,72.3,3.3,4.57
1702.5,28.7,23,Road,9.8,5.0,4.97
1590.1,11.7,32,Multimodal,86.9,2.5,8.25
1528.0,44.3,1,Road,75.5,8.6,5.74
4154.3,81.7,7,Rail,35.4,2.5,8.48
224.2,89.6,24,Sea,22.6,2.6,8.45
2005.6,85.0,2,Road,38.8,9.0,7.34
1194.4,88.7,18,Rail,80.5,5.3,7.68
4022.7,1.9,19,Multimodal,3.2,1.1,9.41
436.8,65.8,36,Road,46.8,3.5,6.19
1854.4,24.9,28,Rail,25.4,7.1,4.94
1833.6,78.0,35,Road,87.5,4.1,9.65
3998.3,73.3,32,Sea,41.4,4.2,17.45
973.6,38.4,13,Rail,69.8,5.0,5.32
2903.8,42.9,6,Road,35.8,2.2,7.17
609.2,24.2,29,Road,33.0,4.2,4.46
4293.1,26.3,10,Rail,32.6,2.2,6.52
2670.6,88.3,10,Road,67.8,3.5,9.65
2820.0,80.1,34,Road,96.4,5.3,11.14
1954.8,17.7,20,Rail,20.8,6.9,4.49
1543.6,25.2,33,Road,64.4,6.3,6.41
961.0,10.2,11,Road,26.5,5.8,3.08
2719.9,89.0,24,Rail,54.9,6.0,8.91
4295.8,81.7,33,Road,54.2,5.1,12.67
1622.3,49.9,22,Road,45.0,6.1,6.79
3974.8,62.5,12,Road,49.9,3.8,9.95
673.7,67.4,30,Rail,88.0,9.0,7.08
4212.9,18.7,32,Rail,8.9,5.9,6.71
1580.4,84.2,19,Sea,83.0,9.4,14.06
1711.9,47.6,2,Road,46.2,4.0,5.75
2085.5,8.8,14,Road,33.4,3.9,5.1
3233.5,36.0,33,Road,17.7,9.7,8.23
3239.8,54.3,32,Road,81.5,7.3,10.45
2160.8,32.1,19,Multimodal,59.2,5.2,9.76
2356.6,63.1,14,Road,72.8,7.2,8.61
139.9,79.4,4,Road,31.5,4.0,4.8
1372.8,69.6,2,Road,39.3,7.6,6.11
1560.3,58.0,10,Rail,91.4,2.1,6.92
2516.5,46.3,29,Rail,96.1,9.5,8.18
2514.6,23.3,15,Rail,74.0,4.6,5.97
3196.0,41.2,31,Air,74.9,0.9,5.9
3228.0,26.7,33,Rail,69.4,8.5,7.63
1062.3,84.1,29,Road,58.7,8.9,7.86
3467.0,81.7,11,Road,59.5,7.3,10.28
93.1,14.4,9,Rail,96.4,6.3,3.71
3224.1,74.1,29,Rail,75.1,9.3,9.4
463.8,63.4,37,Rail,65.5,6.2,6.73
3284.8,87.8,21,Rail,18.9,7.9,8.55
2374.4,42.0,31,Rail,97.7,4.7,7.89
1970.5,65.1,22,Air,52.0,7.3,5.74
3109.5,46.9,18,Rail,94.4,10.0,8.31
168.5,6.7,2,Sea,71.4,3.8,5.28
1009.5,4.7,22,Road,4.0,7.2,2.73
2775.9,11.4,37,Rail,53.9,1.5,6.16
3813.2,27.0,20,Air,89.3,6.4,5.3
1718.1,23.7,4,Road,5.2,3.2,4.07
1168.1,65.7,26,Sea,86.7,8.7,12.84
2336.7,64.6,20,Sea,61.3,3.6,12.91
2802.3,87.4,22,Road,4.5,4.5,8.84
1893.4,28.3,20,Rail,37.4,9.8,4.97
3945.8,84.5,29,Road,3.0,2.2,10.81
2357.9,55.4,31,Multimodal,0.2,5.6,10.42
166.0,44.8,23,Sea,89.6,8.6,9.37
1007.6,60.3,38,Road,74.9,3.1,7.67
2030.7,63.4,16,Road,28.9,0.2,7.1
3141.3,15.9,19,Rail,11.4,9.0,5.31
992.8,67.8,11,Road,5.4,6.2,5.01
4393.3,65.4,12,Road,91.7,2.3,11.68
1436.9,89.8,36,Rail,62.6,2.8,8.69
2398.5,82.1,13,Road,16.1,8.0,7.91
90.3,61.8,2,Road,68.1,6.4,4.39
3982.6,64.3,11,Sea,99.9,7.3,17.72
3550.8,85.2,1,Air,78.8,5.8,6.2
883.6,87.1,10,Sea,44.7,7.9,10.79
4199.9,74.5,3,Sea,81.4,8.2,18.36
1424.7,69.2,8,Road,74.4,3.9,6.99
3116.4,10.5,16,Road,8.9,9.0,6.04
3686.3,74.8,36,Road,92.6,5.1,12.14
3335.4,23.2,39,Sea,88.4,1.6,14.57
4129.5,51.0,20,Multimodal,59.1,2.2,13.36
3889.9,36.8,8,Sea,50.8,7.3,15.43
4475.8,31.4,10,Air,22.8,3.8,3.96
825.8,28.3,37,Rail,83.4,2.6,6.06
1374.9,77.1,32,Road,43.2,6.0,7.9
2864.8,69.3,27,Road,57.9,7.8,9.62
3300.0,47.3,31,Road,17.0,1.1,9.06
2408.0,60.0,3,Road,21.4,4.5,6.82
337.3,88.6,39,Rail,98.5,7.7,8.6
3788.0,36.1,6,Road,49.4,9.0,8.6
4324.1,49.8,17,Rail,81.6,0.1,9.14
1827.8,48.3,10,Rail,83.0,6.6,6.57
1015.5,84.3,21,Road,98.2,6.0,8.27
91.8,32.0,29,Rail,98.3,5.2,5.81
1071.7,88.8,29,Rail,45.7,1.6,7.24
3151.1,27.8,20,Road,95.0,7.4,8.87
4102.6,10.2,15,Sea,36.5,3.9,14.23
425.3,17.6,2,Rail,60.8,2.3,3.0
2491.9,38.6,33,Rail,82.2,8.5,7.85
3131.4,58.7,12,Air,91.4,3.1,5.93
1247.3,46.8,13,Air,52.4,2.0,4.21
2566.7,34.2,39,Air,41.8,3.1,5.05
3220.0,50.8,39,Road,72.9,1.8,10.57
3770.5,75.6,38,Road,45.6,7.8,11.55
2039.0,75.6,21,Road,67.2,1.8,8.44
3366.6,65.5,16,Road,80.4,7.2,10.08
1361.5,85.7,34,Air,84.1,1.6,7.34
962.6,53.3,27,Rail,25.4,2.3,5.62
847.0,1.2,3,Road,57.1,3.4,2.75
1618.1,26.5,9,Road,2.5,9.5,4.09
166.3,29.9,34,Road,79.8,9.1,5.5
1277.0,49.5,19,Rail,12.5,0.9,5.04
2936.7,81.5,38,Sea,87.2,3.4,16.25
2917.4,75.5,26,Air,40.7,3.5,6.06
335.6,21.3,23,Multimodal,16.7,2.1,4.36
1296.9,47.0,18,Road,79.6,4.4,6.68
2565.2,59.5,38,Road,20.0,7.5,8.54
1436.9,88.9,10,Road,39.4,1.0,7.27
1883.9,3.3,10,Road,56.7,6.7,4.86
3209.1,42.0,21,Air,36.0,2.6,4.59
46.7,88.9,38,Rail,17.9,6.4,6.42
1247.4,88.0,38,Sea,40.6,6.8,12.77
645.0,30.1,7,Rail,14.4,7.3,2.84
578.6,0.5,12,Road,71.9,8.6,3.1
4315.9,53.0,33,Road,17.2,9.0,10.5
1697.6,78.1,25,Rail,48.2,7.6,7.35
2374.3,29.5,28,Sea,56.0,4.8,12.39
3303.5,84.1,24,Road,94.5,0.4,11.38
218.3,30.3,31,Sea,7.8,9.4,7.7
1088.4,55.1,18,Sea,93.0,6.0,11.07
3745.5,65.1,23,Road,20.8,5.3,9.95
3879.6,31.4,7,Sea,84.1,2.4,14.53
1681.4,32.0,8,Road,9.0,6.8,4.56
1690.0,42.6,15,Rail,98.9,9.9,6.74
3407.3,75.3,38,Sea,80.8,3.3,17.12
1331.3,9.5,28,Multimodal,6.3,8.0,7.37
531.3,57.0,27,Road,21.4,2.9,5.42
1162.6,61.1,21,Road,54.9,4.9,6.57
1746.1,50.4,27,Road,52.4,2.1,7.52
239.7,84.3,14,Road,62.9,5.1,6.19
2156.7,54.4,21,Rail,46.4,4.6,6.72
3331.3,57.3,14,Air,73.4,0.4,5.75
2314.3,54.2,6,Road,34.8,3.8,6.91
328.2,65.1,12,Road,17.6,0.6,4.24
1983.5,12.6,28,Road,3.4,4.5,5.08
3191.5,80.5,29,Rail,32.5,9.8,8.72
266.1,4.3,37,Road,42.7,2.9,3.87
274.0,57.8,38,Road,65.9,5.2,6.25
1670.9,55.6,3,Sea,80.6,1.3,10.45
881.4,19.1,33,Road,24.0,1.5,4.41
4206.8,4.1,12,Rail,49.3,3.6,5.93
2618.1,12.9,12,Sea,23.4,4.9,10.48
1296.5,24.8,11,Road,95.1,7.0,5.62
3173.0,79.4,28,Rail,64.8,4.6,9.61
1690.3,77.1,35,Rail,67.8,0.2,8.14
598.9,6.2,34,Rail,53.1,2.7,4.2
1071.4,26.4,22,Road,28.2,0.2,4.8
2894.1,80.1,39,Road,20.0,9.2,10.36
238.2,21.7,23,Sea,65.7,0.3,6.04
1230.7,89.6,12,Sea,92.2,0.5,11.06
941.4,23.5,19,Road,21.3,3.0,3.8
909.1,66.7,31,Road,57.2,6.3,6.99
3074.0,37.8,13,Road,52.9,3.6,8.26
3717.0,12.7,19,Road,64.2,0.6,8.5
3222.8,23.3,36,Rail,58.8,8.4,7.61
2907.5,60.9,22,Road,27.3,7.0,8.6
4124.5,30.7,30,Road,69.1,4.0,10.48
267.5,54.6,4,Sea,27.3,6.8,7.55
757.8,18.9,13,Road,65.3,2.7,4.13
1867.8,40.6,20,Sea,30.0,5.3,10.83
1679.2,46.3,39,Sea,8.2,8.8,11.78
1884.1,37.4,6,Road,12.7,1.1,4.71
933.0,18.2,12,Sea,83.4,8.5,9.37
677.0,41.8,16,Sea,12.1,7.9,8.22
2293.8,62.5,17,Road,33.1,9.5,7.58
4176.6,86.9,8,Road,28.8,5.1,10.56
1766.9,71.2,33,Rail,5.8,2.7,6.73
199.9,15.0,39,Air,60.0,3.5,4.09
3179.2,24.9,12,Rail,79.9,6.4,7.01
1313.5,7.6,26,Road,99.2,1.4,6.0
1106.7,12.6,19,Rail,93.6,3.5,5.1
1462.5,22.9,13,Road,4.9,7.3,3.91
3258.6,18.4,10,Rail,25.8,5.7,5.09
3685.6,19.6,34,Sea,41.2,0.6,13.51
2648.3,21.2,31,Rail,87.5,5.0,7.16
1454.5,27.4,27,Sea,36.0,5.2,9.76
1400.6,11.7,3,Sea,57.0,7.0,8.74
563.8,25.4,5,Rail,66.0,0.1,3.6
4200.2,62.1,5,Road,29.8,4.3,9.23
2873.4,21.7,37,Sea,58.2,8.9,14.47
126.3,15.9,7,Multimodal,5.1,0.3,2.53
2982.3,6.6,13,Road,48.0,6.7,6.39
2015.0,45.2,34,Rail,37.9,2.2,6.65
4376.6,75.9,36,Road,35.6,3.9,11.81
3686.7,5.8,34,Sea,23.5,8.8,14.79
775.1,49.0,3,Sea,81.8,3.6,8.58
3241.9,58.7,10,Road,88.2,5.5,9.54
2187.6,53.5,35,Air,88.8,0.9,6.75
845.8,79.0,37,Road,39.6,3.2,7.55
3145.8,78.0,6,Sea,25.9,1.4,13.58
2465.5,5.6,21,Rail,9.8,5.6,4.07
141.5,32.8,5,Road,67.2,4.6,3.58
2911.4,60.5,3,Road,33.0,2.6,7.5
2859.3,85.7,20,Road,27.7,10.0,9.43
652.7,72.5,30,Rail,37.1,1.5,6.38
1573.7,16.3,12,Rail,55.5,8.3,4.1
2638.6,25.5,35,Road,16.2,0.4,7.16
628.8,68.8,32,Road,96.1,8.5,7.62
3838.0,42.7,19,Road,73.3,4.8,9.77
128.5,49.5,15,Sea,4.7,8.3,7.14
467.3,55.0,10,Sea,30.7,7.5,8.58
526.9,9.7,26,Road,5.0,5.7,2.92
2378.8,77.1,6,Rail,22.9,3.7,6.41
2792.4,77.8,26,Road,28.7,6.7,9.2
1819.8,42.4,2,Air,71.8,8.3,3.73
1302.6,56.6,32,Air,71.9,5.0,5.77
3642.9,59.6,3,Rail,4.5,4.1,6.66
311.9,17.5,19,Air,58.8,1.4,3.27
1264.9,10.6,36,Sea,96.1,9.0,11.43
180.8,2.4,20,Sea,62.8,2.7,5.6
67.4,82.2,30,Rail,96.1,1.2,7.67
1593.4,31.4,37,Road,38.1,0.7,6.52
880.7,8.2,20,Road,46.0,7.5,3.83
1211.3,42.2,34,Road,49.5,6.7,6.46
3695.2,7.3,17,Rail,92.4,1.2,6.96
737.6,8.1,23,Road,38.0,5.3,3.6
3512.1,44.3,9,Road,98.3,1.5,9.86
3039.4,46.0,27,Rail,54.3,3.8,7.46
1472.4,52.4,17,Road,21.8,7.8,5.71
2461.8,59.2,17,Rail,10.4,2.3,5.89
2002.7,60.3,2,Air,17.3,0.3,3.75
582.1,39.3,15,Sea,3.9,1.9,6.22
4082.8,58.1,11,Rail,69.2,4.0,8.83
2565.4,27.8,37,Rail,51.7,2.4,6.81
3961.7,40.0,9,Rail,73.8,7.2,7.62
3708.1,35.7,14,Road,78.2,7.9,9.17
363.6,30.0,8,Air,93.1,2.4,3.92
936.7,21.9,12,Road,11.7,2.7,3.29
657.9,7.5,7,Road,18.6,5.6,2.33
3739.4,45.8,3,Sea,54.8,7.5,15.23
3881.7,48.6,26,Road,13.0,9.6,9.48
2378.2,30.6,3,Road,9.3,3.0,5.4
473.3,87.8,4,Road,66.6,9.1,6.15
614.6,50.3,32,Road,72.5,1.8,6.53
3661.9,80.1,14,Road,84.3,0.4,11.16
4181.7,51.5,3,Road,91.6,7.9,10.37
901.6,17.5,13,Rail,44.2,4.8,3.31
55.1,87.7,8,Sea,98.0,0.8,8.45
1492.6,79.7,38,Road,3.8,0.7,7.57
142.1,42.7,2,Air,87.0,0.1,4.0
3726.7,22.3,38,Road,32.1,3.1,9.12
2214.3,20.4,31,Road,92.2,7.4,7.68
2890.2,72.6,39,Road,22.3,6.7,9.66
1854.6,6.7,27,Rail,74.1,10.0,5.35
1558.1,57.6,17,Road,42.5,5.9,6.73
1003.8,57.8,35,Rail,38.1,1.1,6.54
3468.5,16.8,24,Sea,5.9,9.8,14.2
3131.5,63.6,1,Rail,70.6,6.9,7.76
1626.5,63.6,29,Rail,17.5,3.7,6.42
1448.4,31.8,26,Multimodal,46.3,2.5,7.67
10.6,43.8,35,Road,14.1,2.2,3.92
290.7,75.0,24,Road,60.4,9.6,6.1
2806.5,47.3,33,Sea,23.1,4.2,13.21
2318.2,55.8,26,Rail,59.4,4.9,7.33
1959.4,37.4,37,Road,94.7,8.4,8.48
3724.6,13.9,39,Road,92.1,9.6,10.02
2270.0,89.8,26,Rail,20.0,0.0,7.89
1733.3,48.1,38,Road,9.9,9.9,7.13
729.8,30.6,38,Road,4.3,0.8,4.67
3694.0,64.4,11,Air,82.9,8.4,6.2
2595.2,56.1,29,Sea,24.9,9.5,14.49
420.6,21.3,29,Rail,28.4,5.6,3.69
2921.8,79.0,3,Rail,22.6,5.5,6.81
1915.7,6.8,9,Air,84.0,6.7,3.38
3652.2,54.7,35,Road,97.9,3.5,11.5
4135.5,43.3,6,Road,75.5,1.7,9.8
2704.1,29.0,9,Rail,82.4,0.7,6.18
3293.6,74.5,8,Sea,62.1,8.8,16.12
259.4,59.2,27,Road,52.9,5.5,5.48
2523.3,68.5,34,Multimodal,72.2,6.9,13.23
3400.3,37.6,24,Rail,3.6,3.3,6.67
2237.9,84.8,5,Road,6.1,8.1,7.53
2673.0,31.4,10,Road,68.7,3.5,7.48
4045.8,48.0,20,Road,33.5,0.3,9.64
895.5,84.1,22,Sea,48.9,3.4,10.26
446.6,7.9,12,Multimodal,78.2,8.5,6.41
3109.4,10.2,29,Road,57.7,8.8,7.83
3703.7,89.5,31,Multimodal,80.5,9.3,17.1
3828.0,87.4,6,Sea,41.9,5.0,16.51
2889.2,69.6,7,Rail,28.7,9.6,6.88
3750.3,43.8,33,Rail,23.5,5.0,7.9
3154.5,45.8,15,Road,13.2,1.5,7.58
397.8,23.5,13,Rail,3.7,5.0,2.49
3430.4,39.2,24,Road,5.3,8.7,7.84
811.2,39.1,30,Rail,27.1,7.9,4.84
1068.6,3.7,33,Road,27.8,4.3,4.25
1779.0,41.1,20,Sea,38.2,2.1,9.86
1419.0,43.4,19,Sea,59.2,5.8,10.39
1450.8,60.1,19,Road,75.9,9.3,7.37
765.8,46.7,38,Road,19.8,1.8,5.62
1326.0,77.6,24,Rail,75.9,8.3,7.61
93.4,33.4,5,Rail,13.9,1.5,2.47
2130.7,37.2,22,Road,98.9,9.2,7.67
3459.8,51.6,22,Rail,28.5,6.9,7.52
3880.8,18.6,28,Road,83.7,1.1,9.76
3692.8,35.7,17,Road,19.0,2.0,8.38
1877.0,61.9,31,Road,95.1,9.3,9.01
3288.3,37.4,7,Road,82.7,5.1,8.68
1299.1,81.6,17,Sea,35.9,4.5,11.07
254.8,55.6,12,Multimodal,42.1,0.6,5.36
3043.5,14.3,7,Road,0.4,0.8,5.54
2921.3,44.1,29,Rail,25.1,6.9,6.92
3608.3,68.9,8,Road,28.9,7.8,8.91
2774.4,58.1,4,Rail,45.3,8.7,6.57
710.2,79.7,16,Road,13.9,5.0,5.45
3840.0,67.6,16,Rail,47.9,3.3,8.39
2824.5,6.0,22,Multimodal,66.8,6.3,10.54
3635.2,10.6,11,Road,37.1,6.2,7.37
3484.6,58.7,11,Sea,23.2,0.3,13.28
1343.9,21.8,5,Road,54.8,9.4,4.6
340.1,53.1,38,Road,2.9,6.4,4.92
798.4,71.4,12,Road,34.1,0.1,5.75
422.4,52.1,25,Road,52.8,9.6,5.64
1099.1,37.7,13,Road,33.6,9.5,4.65
2070.6,58.3,26,Road,34.5,9.5,7.51
4081.1,13.4,11,Road,84.8,8.9,9.07
3924.7,65.2,23,Road,93.4,1.8,11.35
3235.1,62.9,13,Rail,82.7,9.8,8.38
113.4,46.5,33,Air,9.9,7.6,3.9
1539.5,25.5,28,Road,29.0,6.4,5.43
3072.2,71.9,4,Road,71.1,9.4,8.95
585.0,46.2,28,Road,97.4,3.8,6.72
3605.9,5.8,34,Air,24.2,9.3,3.56
4116.0,82.7,10,Rail,89.8,6.1,9.91
1596.7,69.2,8,Rail,73.9,5.8,6.93
3177.8,52.8,9,Road,98.3,6.5,9.03
671.2,39.6,18,Road,9.4,7.5,4.16
3110.2,86.4,2,Road,39.5,4.4,9.41
