origin_city,destination_city,distance_km,transport_mode,shipment_weight_kg,quantity,product_category,traffic_density_index,shipping_cost_inr
Visakhapatnam,Kochi,1199.9,Road,528.3,13,Pharmaceuticals,5.0,28012.08
Kolkata,Chennai,794.2,Sea,1812.8,85,Pharmaceuticals,1.2,19894.52
Bengaluru,Pune,2218.9,Road,1735.2,89,Consumer Goods,5.0,167054.3
Hyderabad,Ahmedabad,170.6,Rail,1553.1,80,Automotive Components,4.9,7583.25
Visakhapatnam,Delhi,431.4,Sea,3997.2,15,Heavy Machinery,7.5,28207.64
Visakhapatnam,Kolkata,1397.5,Sea,1539.6,69,Automotive Components,4.2,32563.58
Hyderabad,Chennai,2716.0,Rail,1927.1,24,Consumer Goods,9.0,131411.82
Chennai,Pune,244.3,Road,474.6,91,Consumer Goods,4.6,6516.82
Hyderabad,Mumbai,314.3,Road,2623.7,45,Consumer Goods,6.0,37480.38
Kochi,Visakhapatnam,2044.5,Road,629.6,34,Automotive Components,3.3,53547.3
Chennai,Pune,2098.9,Rail,4352.2,40,Heavy Machinery,2.4,212835.63
Pune,Kolkata,2526.9,Road,4001.9,1,Textiles,6.9,423037.41
Ahmedabad,Chennai,1678.1,Rail,1546.2,98,Consumer Goods,4.8,60581.7
Delhi,Kolkata,1219.4,Rail,72.6,41,Pharmaceuticals,6.6,3798.96
Delhi,Bengaluru,1345.3,Road,403.9,26,Consumer Goods,6.5,26465.04
Kochi,Kolkata,1293.5,Sea,1128.9,76,Pharmaceuticals,5.4,22165.49
Bengaluru,Ahmedabad,2729.9,Road,2515.9,73,Consumer Goods,3.7,295641.5
Kolkata,Hyderabad,1157.2,Sea,3669.6,33,Consumer Goods,2.8,58732.32
Delhi,Chennai,404.6,Road,539.7,40,Consumer Goods,2.6,10597.85
Kolkata,Mumbai,917.5,Rail,3556.2,91,Textiles,5.8,77729.36
Kochi,Bengaluru,2694.2,Sea,2756.0,7,Textiles,3.7,101679.66
Pune,Visakhapatnam,1284.9,Road,3117.2,87,Textiles,6.0,178096.55
Kolkata,Bengaluru,987.6,Sea,4642.5,58,Consumer Goods,8.2,70666.59
Kolkata,Kochi,973.5,Road,4767.0,92,Heavy Machinery,5.5,193084.04
Mumbai,Hyderabad,174.0,Sea,3699.9,42,Automotive Components,5.2,10802.0
Chennai,Pune,1827.8,Air,3478.7,97,Heavy Machinery,9.6,918019.23
Hyderabad,Chennai,2069.3,Sea,3825.6,79,Consumer Goods,4.4,111925.58
Kochi,Mumbai,1085.3,Road,3381.5,99,Textiles,1.3,144598.84
Bengaluru,Chennai,2462.9,Road,100.8,63,Consumer Goods,8.9,13010.73
Kochi,Delhi,2118.7,Rail,4983.6,50,Automotive Components,3.0,244237.85
Delhi,Kochi,1742.3,Air,3202.8,56,Textiles,6.4,797759.53
Delhi,Kochi,2015.1,Road,2468.9,25,Textiles,9.4,209836.89
Chennai,Visakhapatnam,2189.0,Road,2291.2,85,Textiles,7.7,225649.76
Visakhapatnam,Pune,1546.7,Air,1209.4,69,Automotive Components,8.5,267355.34
Kolkata,Delhi,1204.2,Rail,2411.0,53,Heavy Machinery,4.8,69013.48
Kochi,Delhi,483.1,Sea,3680.6,97,Pharmaceuticals,5.1,27510.89
Ahmedabad,Pune,1223.1,Road,1308.6,88,Pharmaceuticals,1.5,66359.78
Bengaluru,Chennai,1607.8,Road,4233.9,56,Pharmaceuticals,7.0,303380.53
Kolkata,Visakhapatnam,2661.8,Rail,1093.1,31,Automotive Components,7.7,71188.32
Delhi,Hyderabad,560.5,Rail,4298.9,18,Pharmaceuticals,5.8,60484.1
Pune,Hyderabad,2155.9,Road,2940.8,95,Textiles,8.7,280542.62
Visakhapatnam,Pune,787.9,Road,4196.4,3,Consumer Goods,2.0,128934.8
Visakhapatnam,Kochi,2686.1,Road,2113.9,98,Automotive Components,1.8,231298.29
Pune,Mumbai,1726.2,Road,1640.3,24,Heavy Machinery,2.2,115479.23
Delhi,Kolkata,1296.9,Sea,3503.3,41,Pharmaceuticals,8.8,70982.48
Bengaluru,Mumbai,1069.1,Air,1846.7,30,Automotive Components,2.7,267769.89
Kochi,Visakhapatnam,685.3,Road,4766.3,54,Pharmaceuticals,1.7,128840.6
Visakhapatnam,Kochi,2043.4,Road,3715.6,75,Textiles,8.1,338694.63
Visakhapatnam,Hyderabad,1835.3,Sea,2175.9,95,Heavy Machinery,7.3,63399.67
Delhi,Ahmedabad,2508.9,Road,908.6,26,Pharmaceuticals,2.4,93293.49
Bengaluru,Hyderabad,1732.9,Road,2804.9,26,Textiles,7.9,212305.91
Hyderabad,Ahmedabad,600.0,Rail,2998.7,41,Consumer Goods,3.6,41724.49
Pune,Visakhapatnam,1959.5,Rail,4845.1,37,Pharmaceuticals,1.3,217373.6
Mumbai,Hyderabad,2478.8,Rail,3731.6,26,Textiles,1.3,197348.93
Kochi,Delhi,2774.7,Road,1305.6,20,Automotive Components,2.1,144843.89
Kochi,Bengaluru,1965.4,Rail,1346.4,85,Heavy Machinery,8.4,64930.59
Kolkata,Ahmedabad,917.3,Rail,2921.6,13,Textiles,4.6,59731.62
Kochi,Bengaluru,1648.3,Rail,640.7,56,Textiles,4.4,25419.71
Kolkata,Delhi,1514.7,Road,3492.7,48,Automotive Components,8.1,232337.42
Pune,Visakhapatnam,1506.7,Road,441.9,82,Textiles,6.8,30513.79
Delhi,Pune,358.3,Rail,2888.1,40,Pharmaceuticals,8.9,26165.62
Ahmedabad,Hyderabad,665.5,Road,4912.8,60,Automotive Components,1.2,128752.47
Bengaluru,Ahmedabad,1538.9,Road,4371.1,90,Consumer Goods,2.5,263791.79
Kochi,Visakhapatnam,2265.2,Road,4229.5,66,Textiles,8.7,431669.56
Chennai,Hyderabad,631.7,Rail,3762.2,17,Consumer Goods,9.6,57884.32
Visakhapatnam,Pune,585.3,Road,4647.8,90,Textiles,3.7,116469.94
Visakhapatnam,Mumbai,2163.6,Road,4653.2,38,Textiles,1.3,396563.19
Mumbai,Hyderabad,1980.0,Road,852.7,31,Pharmaceuticals,1.1,69233.88
Hyderabad,Mumbai,1435.5,Road,1181.3,85,Consumer Goods,1.3,66742.36
Delhi,Chennai,283.5,Sea,4625.4,33,Automotive Components,6.9,21247.77
Kochi,Hyderabad,1402.6,Rail,1409.6,76,Automotive Components,3.3,44150.15
Ahmedabad,Mumbai,2362.4,Sea,1929.6,70,Consumer Goods,4.3,64425.97
Chennai,Ahmedabad,178.1,Road,255.8,87,Consumer Goods,4.3,3395.43
Bengaluru,Visakhapatnam,421.9,Rail,4501.3,15,Consumer Goods,3.2,43015.86
Bengaluru,Delhi,2294.7,Road,407.2,25,Consumer Goods,2.6,37729.01
Mumbai,Ahmedabad,1541.7,Road,2672.0,95,Consumer Goods,5.7,183600.34
Hyderabad,Ahmedabad,1905.0,Road,1137.0,50,Heavy Machinery,1.6,82844.87
Ahmedabad,Chennai,2124.4,Air,186.1,71,Consumer Goods,5.1,55098.76
Kochi,Hyderabad,945.6,Air,1484.9,93,Heavy Machinery,4.8,194370.33
Bengaluru,Chennai,939.4,Road,3337.0,96,Textiles,3.6,134931.4
Mumbai,Hyderabad,849.5,Sea,491.4,27,Automotive Components,1.7,7198.94
Pune,Chennai,593.2,Road,4264.0,8,Consumer Goods,6.9,114749.73
Mumbai,Kolkata,957.6,Rail,3474.3,60,Textiles,6.4,83315.58
Kolkata,Kochi,2675.0,Rail,339.1,69,Pharmaceuticals,7.7,23731.69
Visakhapatnam,Pune,377.8,Rail,2049.0,72,Heavy Machinery,5.8,19333.23
Chennai,Kochi,787.7,Road,4053.2,32,Consumer Goods,5.6,139766.31
Bengaluru,Kochi,992.7,Road,4663.2,6,Textiles,3.2,184683.13
Hyderabad,Visakhapatnam,557.6,Sea,3163.2,28,Consumer Goods,4.6,26770.1
Hyderabad,Delhi,355.1,Sea,3421.5,19,Automotive Components,5.8,19014.37
Visakhapatnam,Bengaluru,578.9,Road,4389.7,96,Consumer Goods,1.7,101432.41
Bengaluru,Chennai,1548.7,Rail,2299.7,44,Pharmaceuticals,7.3,84911.53
Delhi,Hyderabad,1731.4,Road,3551.2,81,Heavy Machinery,9.4,279321.77
Mumbai,Pune,720.4,Road,2909.6,88,Pharmaceuticals,9.7,95605.98
Kochi,Bengaluru,1485.1,Road,3490.3,75,Automotive Components,8.3,223830.18
Pune,Ahmedabad,166.5,Road,4417.7,12,Consumer Goods,8.3,35465.87
Chennai,Hyderabad,1745.3,Rail,3959.9,89,Consumer Goods,2.5,153474.19
Delhi,Kolkata,153.5,Sea,680.8,39,Automotive Components,3.9,3139.96
Mumbai,Chennai,1853.4,Rail,4663.4,72,Consumer Goods,7.9,216885.19
Kochi,Chennai,1430.8,Rail,297.5,57,Consumer Goods,1.3,10532.08
Kochi,Chennai,439.6,Road,3795.5,91,Consumer Goods,1.7,68340.58
Chennai,Pune,384.3,Road,1462.5,72,Textiles,6.7,25537.21
Visakhapatnam,Chennai,168.3,Road,3910.3,90,Textiles,4.9,28769.58
Kochi,Pune,1611.9,Rail,122.9,36,Heavy Machinery,7.1,6580.59
Pune,Delhi,2287.4,Road,1142.0,21,Automotive Components,3.3,105686.36
Hyderabad,Visakhapatnam,2419.8,Road,445.7,18,Pharmaceuticals,1.7,46368.37
Delhi,Mumbai,1658.5,Rail,3774.8,17,Automotive Components,8.5,163226.17
Bengaluru,Mumbai,2501.0,Road,1010.5,24,Consumer Goods,8.0,117734.13
Pune,Hyderabad,2434.2,Rail,4641.8,48,Consumer Goods,5.2,266368.46
Bengaluru,Pune,2000.3,Air,2084.4,87,Automotive Components,8.9,610583.12
Visakhapatnam,Kolkata,1112.2,Sea,3610.7,15,Consumer Goods,3.0,56954.04
Pune,Kolkata,2342.1,Road,4133.4,40,Heavy Machinery,4.3,405067.97
Hyderabad,Mumbai,1187.9,Road,4768.1,77,Pharmaceuticals,3.2,233039.53
Kolkata,Chennai,1218.7,Road,2335.3,58,Consumer Goods,1.8,111554.48
Mumbai,Hyderabad,1946.9,Road,3371.9,89,Textiles,6.9,300398.43
Kolkata,Mumbai,2609.0,Road,1853.2,40,Consumer Goods,6.3,206813.62
Delhi,Visakhapatnam,1475.1,Road,1453.5,69,Consumer Goods,5.0,87791.38
Mumbai,Visakhapatnam,619.6,Road,3449.8,39,Consumer Goods,8.7,97161.91
Delhi,Hyderabad,527.5,Rail,2050.9,5,Automotive Components,5.4,25938.91
Kochi,Hyderabad,950.9,Rail,2883.5,14,Automotive Components,5.1,64928.63
Chennai,Delhi,1362.8,Rail,1033.0,65,Automotive Components,7.1,35365.75
Hyderabad,Ahmedabad,938.8,Road,3588.0,35,Textiles,1.3,136215.32
Chennai,Pune,2036.6,Road,4848.5,81,Heavy Machinery,3.5,414991.3
Kolkata,Delhi,1588.0,Rail,2712.2,89,Heavy Machinery,8.5,105738.0
Bengaluru,Visakhapatnam,1227.8,Air,2624.2,84,Automotive Components,2.2,408339.63
Bengaluru,Visakhapatnam,715.5,Road,4278.7,45,Consumer Goods,8.4,138086.79
Visakhapatnam,Kolkata,1754.3,Road,800.2,97,Automotive Components,6.7,61677.94
Visakhapatnam,Hyderabad,1936.4,Rail,1997.7,81,Consumer Goods,8.2,94979.35
Visakhapatnam,Ahmedabad,2228.1,Sea,910.0,96,Textiles,1.7,28568.95
Pune,Bengaluru,2775.7,Air,2754.7,27,Consumer Goods,7.3,1142439.32
Kochi,Visakhapatnam,763.0,Road,3101.0,95,Consumer Goods,8.0,102461.88
Visakhapatnam,Kochi,190.0,Road,4574.0,81,Heavy Machinery,1.2,34721.47
Ahmedabad,Mumbai,1476.2,Air,4162.9,23,Consumer Goods,7.5,862728.43
Ahmedabad,Kolkata,2598.6,Road,3250.0,73,Automotive Components,5.4,364438.98
Bengaluru,Chennai,809.2,Road,3884.6,5,Pharmaceuticals,1.1,125231.99
Visakhapatnam,Pune,2153.1,Rail,3161.9,97,Textiles,6.8,163099.3
Ahmedabad,Kolkata,996.7,Rail,2875.9,42,Pharmaceuticals,3.2,66181.48
Pune,Ahmedabad,1186.7,Sea,286.3,53,Textiles,9.7,6788.5
Ahmedabad,Bengaluru,2661.5,Rail,170.7,56,Automotive Components,9.8,13472.08
Visakhapatnam,Kochi,1371.7,Rail,4268.3,3,Automotive Components,1.0,123369.16
Pune,Hyderabad,2072.1,Road,1445.6,27,Pharmaceuticals,2.2,117953.44
Visakhapatnam,Pune,1607.1,Air,1787.0,46,Heavy Machinery,5.6,408173.15
Ahmedabad,Kochi,2174.3,Road,2274.4,22,Textiles,6.7,200117.68
Mumbai,Visakhapatnam,991.0,Rail,260.0,63,Heavy Machinery,6.7,7786.78
Delhi,Hyderabad,2473.8,Rail,4809.9,61,Automotive Components,7.5,290327.89
Kolkata,Visakhapatnam,1604.6,Rail,559.9,85,Consumer Goods,2.6,21427.91
Kolkata,Delhi,969.3,Rail,4842.6,48,Textiles,3.7,109337.74
Pune,Kolkata,251.2,Road,3554.0,13,Textiles,5.8,39925.47
Mumbai,Kochi,185.0,Rail,4718.2,94,Automotive Components,2.3,20721.33
Hyderabad,Ahmedabad,1086.4,Sea,308.7,29,Heavy Machinery,8.3,6496.32
Bengaluru,Kolkata,721.6,Rail,2264.9,13,Consumer Goods,8.1,40515.32
Mumbai,Visakhapatnam,289.6,Air,4766.1,47,Pharmaceuticals,7.1,197301.92
Visakhapatnam,Ahmedabad,1615.0,Sea,3249.9,83,Consumer Goods,4.0,71726.66
Delhi,Pune,2770.3,Rail,2756.7,25,Heavy Machinery,6.2,173509.21
Mumbai,Pune,1269.2,Sea,3374.2,52,Automotive Components,1.0,60617.25
Pune,Kochi,1613.1,Road,972.0,13,Consumer Goods,6.4,70207.04
Kolkata,Chennai,732.5,Road,3742.4,89,Pharmaceuticals,1.4,107019.48
Ahmedabad,Delhi,693.0,Rail,1414.7,98,Heavy Machinery,3.0,23712.4
Visakhapatnam,Ahmedabad,1020.2,Road,1444.3,39,Consumer Goods,4.1,59917.36
Delhi,Kochi,2362.9,Road,3007.3,28,Consumer Goods,6.8,313155.15
Ahmedabad,Chennai,2695.5,Road,154.4,44,Consumer Goods,3.2,18402.97
Chennai,Mumbai,2110.3,Road,317.5,71,Automotive Components,2.2,29382.99
Mumbai,Pune,204.5,Sea,128.5,85,Consumer Goods,5.5,2091.38
Chennai,Kochi,1311.8,Rail,3845.6,42,Automotive Components,7.8,123025.56
Chennai,Mumbai,1264.9,Rail,183.2,25,Pharmaceuticals,4.5,7287.08
Ahmedabad,Kochi,2628.3,Air,523.8,67,Automotive Components,8.7,207849.67
Kochi,Bengaluru,2125.8,Road,3052.7,39,Pharmaceuticals,9.5,301743.3
Ahmedabad,Chennai,2043.1,Road,2400.8,79,Textiles,7.4,214920.87
Pune,Visakhapatnam,1646.7,Air,1861.9,36,Textiles,8.3,468234.78
Chennai,Mumbai,1861.5,Rail,1810.4,81,Pharmaceuticals,6.0,80718.93
Mumbai,Ahmedabad,2001.3,Rail,4304.7,54,Automotive Components,6.2,203683.98
Hyderabad,Ahmedabad,1614.3,Rail,435.4,20,Automotive Components,1.3,17264.87
Mumbai,Hyderabad,2388.8,Road,4634.4,65,Heavy Machinery,5.8,470593.41
Mumbai,Visakhapatnam,247.8,Rail,1217.0,85,Textiles,5.7,8679.04
Delhi,Hyderabad,2644.7,Road,2464.1,44,Automotive Components,6.0,289032.22
Kochi,Visakhapatnam,2200.0,Road,4787.2,77,Heavy Machinery,3.0,422960.09
Bengaluru,Mumbai,1551.7,Sea,3212.2,65,Textiles,4.5,75740.66
Hyderabad,Ahmedabad,2429.9,Road,1293.8,1,Automotive Components,9.5,143585.67
Bengaluru,Kolkata,2344.1,Road,4912.7,43,Pharmaceuticals,8.7,510808.16
Pune,Bengaluru,1261.4,Road,4081.9,53,Consumer Goods,5.1,219602.97
Hyderabad,Kolkata,2375.5,Road,1604.8,60,Consumer Goods,4.8,163311.63
Chennai,Kochi,649.1,Sea,3015.9,27,Textiles,8.1,30643.16
Mumbai,Delhi,1393.4,Road,2803.2,74,Heavy Machinery,4.6,157498.14
Ahmedabad,Kochi,765.5,Air,3102.4,86,Textiles,6.4,327895.39
Mumbai,Ahmedabad,479.7,Road,656.0,48,Heavy Machinery,8.8,15991.52
Hyderabad,Chennai,2520.7,Sea,3245.1,67,Pharmaceuticals,2.7,114050.27
Mumbai,Chennai,1122.4,Road,1110.0,52,Consumer Goods,7.7,57186.22
Kochi,Mumbai,1963.6,Road,1630.6,45,Automotive Components,10.0,144592.0
Chennai,Kolkata,1144.0,Rail,2749.7,29,Heavy Machinery,1.3,71720.58
Bengaluru,Delhi,1591.9,Road,1104.4,84,Automotive Components,1.3,71617.01
Mumbai,Delhi,1072.3,Rail,4466.4,18,Heavy Machinery,7.3,121631.46
Chennai,Bengaluru,2118.2,Rail,2116.9,13,Automotive Components,5.0,105831.55
Pune,Kochi,2234.1,Air,869.1,14,Consumer Goods,2.6,257165.29
Bengaluru,Hyderabad,1290.9,Air,351.0,1,Textiles,5.7,64698.67
Ahmedabad,Kochi,2428.0,Rail,3918.1,96,Consumer Goods,9.0,239472.89
Kochi,Pune,1091.6,Road,4150.1,80,Heavy Machinery,5.7,188398.26
Visakhapatnam,Mumbai,2170.5,Road,446.0,21,Consumer Goods,9.5,45101.23
Hyderabad,Delhi,1872.7,Road,2736.0,27,Textiles,6.1,229585.63
Hyderabad,Kolkata,1358.3,Road,3283.8,22,Textiles,2.7,180688.13
Delhi,Chennai,2505.6,Air,4546.0,75,Automotive Components,8.5,1670623.87
Ahmedabad,Hyderabad,1666.5,Road,288.9,62,Pharmaceuticals,4.4,21502.37
Hyderabad,Visakhapatnam,2376.5,Rail,1770.3,74,Pharmaceuticals,6.4,101848.94
Kochi,Bengaluru,2093.3,Air,641.0,20,Heavy Machinery,4.5,187473.68
Mumbai,Kolkata,1561.3,Road,2171.8,33,Heavy Machinery,4.8,138405.7
Hyderabad,Pune,1015.0,Sea,1892.2,29,Pharmaceuticals,2.6,27094.43
Hyderabad,Visakhapatnam,2670.5,Rail,2997.0,6,Heavy Machinery,6.6,191853.92
Visakhapatnam,Chennai,300.4,Sea,3391.9,59,Textiles,3.8,15739.96
Kochi,Delhi,2520.4,Road,4824.4,13,Pharmaceuticals,4.2,493383.06
Hyderabad,Ahmedabad,1491.9,Rail,856.1,34,Automotive Components,2.7,29671.24
Chennai,Hyderabad,2134.2,Rail,4006.1,42,Consumer Goods,4.1,192134.47
Pune,Mumbai,1035.4,Sea,4237.9,12,Automotive Components,8.4,67307.8
Bengaluru,Delhi,1168.2,Rail,2847.1,21,Textiles,9.6,82469.5
Kochi,Bengaluru,655.5,Rail,3949.5,6,Textiles,5.0,62665.86
Bengaluru,Chennai,2679.0,Rail,1780.7,72,Consumer Goods,7.7,117475.93
Pune,Delhi,264.7,Air,221.5,27,Automotive Components,9.2,10745.78
Kolkata,Chennai,1175.1,Road,795.9,82,Textiles,3.3,39164.89
Kolkata,Ahmedabad,1037.0,Road,878.7,97,Consumer Goods,2.2,39808.53
Ahmedabad,Pune,2304.7,Road,4383.0,86,Automotive Components,3.2,420564.88
Kochi,Bengaluru,1479.2,Road,4791.6,6,Textiles,9.0,311795.72
Visakhapatnam,Bengaluru,598.1,Sea,2043.0,17,Pharmaceuticals,3.8,18430.72
Mumbai,Ahmedabad,1498.9,Rail,3298.8,71,Consumer Goods,5.7,122029.26
Kochi,Chennai,775.4,Air,1551.6,60,Pharmaceuticals,9.7,179083.22
Chennai,Hyderabad,195.3,Sea,2255.6,2,Consumer Goods,5.3,8514.84
Kochi,Chennai,1593.0,Road,3122.4,42,Textiles,4.3,213565.47
Visakhapatnam,Kochi,1105.1,Rail,4288.1,15,Textiles,9.3,120079.63
Kochi,Mumbai,783.1,Road,2162.6,31,Pharmaceuticals,2.0,68926.15
Hyderabad,Mumbai,606.4,Sea,3510.0,74,Consumer Goods,7.4,34599.79
Kochi,Visakhapatnam,1352.3,Rail,1281.3,60,Heavy Machinery,4.9,43991.69
Ahmedabad,Kolkata,2454.5,Road,1676.5,67,Automotive Components,8.1,185910.96
Hyderabad,Delhi,2159.0,Road,1136.5,65,Automotive Components,5.2,104796.49
Chennai,Ahmedabad,162.3,Rail,4332.0,53,Automotive Components,8.5,18907.72
Visakhapatnam,Chennai,2087.5,Road,636.5,40,Automotive Components,4.9,56947.05
Chennai,Kochi,342.7,Rail,3861.4,82,Textiles,2.4,30822.87
Bengaluru,Pune,1602.2,Road,3177.8,56,Consumer Goods,4.6,211724.22
Visakhapatnam,Pune,2217.1,Rail,3267.5,59,Pharmaceuticals,2.2,159761.24
Ahmedabad,Delhi,1351.2,Road,4390.9,63,Pharmaceuticals,1.5,233101.02
Hyderabad,Pune,1148.2,Rail,2677.5,70,Textiles,3.2,67716.32
Delhi,Hyderabad,2639.6,Road,425.4,63,Textiles,4.8,46127.82
Chennai,Kolkata,227.6,Rail,4659.1,57,Automotive Components,2.2,25850.35
Delhi,Kolkata,430.8,Rail,1720.0,24,Heavy Machinery,7.2,19594.87
Visakhapatnam,Mumbai,2456.4,Road,197.4,10,Automotive Components,6.7,22105.16
Kolkata,Pune,2498.5,Air,2689.2,37,Textiles,8.2,984142.78
Delhi,Chennai,1137.7,Road,1824.3,72,Pharmaceuticals,3.2,86958.41
Ahmedabad,Chennai,1581.5,Road,4563.2,89,Consumer Goods,4.4,306328.59
Visakhapatnam,Delhi,585.6,Road,2578.0,67,Automotive Components,6.9,67745.84
Kochi,Hyderabad,2493.3,Road,314.2,87,Heavy Machinery,4.7,35578.15
Chennai,Hyderabad,1393.0,Road,1228.4,89,Automotive Components,4.5,70041.57
Bengaluru,Kolkata,1644.8,Road,1154.7,50,Heavy Machinery,4.1,79097.85
Delhi,Pune,462.9,Road,3832.1,54,Automotive Components,5.5,74772.49
Bengaluru,Kolkata,1779.3,Rail,376.0,39,Heavy Machinery,4.7,16472.83
Mumbai,Bengaluru,1993.9,Road,1661.2,73,Pharmaceuticals,5.9,146794.96
Mumbai,Pune,931.0,Rail,3370.2,7,Consumer Goods,9.9,81977.13
Bengaluru,Kochi,2524.8,Road,3086.2,96,Pharmaceuticals,5.4,333579.02
Pune,Chennai,690.3,Road,3255.7,22,Automotive Components,8.0,102968.17
Hyderabad,Kochi,2528.1,Road,2818.9,72,Consumer Goods,7.0,306484.22
Delhi,Ahmedabad,2013.9,Rail,919.8,16,Heavy Machinery,6.0,43059.4
Hyderabad,Bengaluru,2351.8,Sea,3387.9,43,Pharmaceuticals,7.6,119485.23
Ahmedabad,Chennai,2002.6,Road,4757.2,89,Consumer Goods,6.7,383809.72
Mumbai,Chennai,1285.3,Air,253.4,22,Automotive Components,1.6,44150.08
Kolkata,Ahmedabad,1028.7,Rail,1841.1,91,Consumer Goods,7.7,47483.45
Kolkata,Chennai,2095.3,Road,1493.3,14,Textiles,9.1,138186.31
Visakhapatnam,Chennai,940.1,Road,783.2,49,Heavy Machinery,8.2,32927.35
Kolkata,Ahmedabad,313.9,Rail,1358.9,15,Heavy Machinery,4.4,11163.47
Kochi,Pune,804.6,Rail,175.9,77,Consumer Goods,9.1,5386.67
Kolkata,Mumbai,2151.4,Road,3231.7,24,Pharmaceuticals,1.9,263542.68
Hyderabad,Visakhapatnam,2252.0,Sea,3081.6,68,Consumer Goods,4.4,101381.93
Pune,Ahmedabad,883.0,Road,2542.0,21,Consumer Goods,1.0,88895.11
Kolkata,Hyderabad,1019.0,Road,1604.4,27,Automotive Components,4.2,68844.0
Ahmedabad,Kochi,1605.7,Rail,4882.2,95,Consumer Goods,1.4,169797.71
Hyderabad,Visakhapatnam,844.2,Road,3115.1,19,Heavy Machinery,7.8,113880.04
Ahmedabad,Hyderabad,1756.4,Rail,4442.5,18,Automotive Components,3.5,176543.96
Ahmedabad,Bengaluru,897.4,Road,1565.1,6,Consumer Goods,6.0,61040.14
Hyderabad,Pune,470.3,Road,3788.3,74,Consumer Goods,6.3,78452.85
Pune,Visakhapatnam,560.3,Rail,79.3,72,Heavy Machinery,3.8,2570.58
Pune,Ahmedabad,814.0,Road,3400.4,20,Automotive Components,3.2,111087.88
Pune,Bengaluru,595.0,Road,3753.4,4,Textiles,6.0,97543.43
Delhi,Hyderabad,2732.0,Rail,1386.1,68,Consumer Goods,3.2,84668.74
Delhi,Bengaluru,1894.7,Road,4990.7,75,Textiles,2.4,385252.38
Ahmedabad,Kochi,625.0,Sea,2516.4,72,Heavy Machinery,7.7,24895.53
Ahmedabad,Visakhapatnam,1273.3,Rail,1878.5,83,Pharmaceuticals,3.9,55220.71
Ahmedabad,Mumbai,863.2,Rail,965.7,97,Pharmaceuticals,5.0,20911.89
Delhi,Mumbai,1964.0,Road,819.4,85,Consumer Goods,9.2,76573.96
Chennai,Visakhapatnam,2448.3,Road,1072.9,17,Consumer Goods,2.1,104950.05
Mumbai,Chennai,1212.2,Road,2703.9,53,Heavy Machinery,1.6,134225.5
Delhi,Kolkata,1286.4,Rail,2706.0,85,Automotive Components,4.9,79953.32
Bengaluru,Kochi,1205.9,Rail,2675.9,48,Consumer Goods,6.5,73611.15
Delhi,Mumbai,1340.4,Rail,4304.6,11,Pharmaceuticals,5.2,126598.14
Chennai,Visakhapatnam,245.0,Sea,57.7,58,Heavy Machinery,1.1,1705.23
Pune,Mumbai,1720.4,Sea,1371.3,89,Automotive Components,4.7,33773.31
Delhi,Chennai,2672.9,Road,4434.0,48,Heavy Machinery,5.3,462247.32
Hyderabad,Ahmedabad,2231.1,Rail,544.7,1,Consumer Goods,9.5,32134.12
Hyderabad,Ahmedabad,2432.7,Air,1014.0,23,Pharmaceuticals,1.7,331138.73
Chennai,Kolkata,757.2,Road,1667.4,3,Heavy Machinery,7.2,55920.57
Hyderabad,Mumbai,1759.0,Road,4072.6,82,Pharmaceuticals,4.6,299330.49
Kolkata,Mumbai,2516.4,Rail,2940.1,12,Consumer Goods,8.9,188882.17
Chennai,Ahmedabad,331.8,Road,2800.6,70,Heavy Machinery,6.9,41214.48
Bengaluru,Visakhapatnam,2474.7,Road,4628.9,19,Automotive Components,4.5,492810.91
Kolkata,Pune,320.9,Road,2462.3,72,Consumer Goods,6.8,34937.7
Mumbai,Chennai,2755.1,Road,4737.7,76,Pharmaceuticals,5.0,548275.01
Hyderabad,Chennai,372.4,Road,714.0,87,Consumer Goods,7.5,13175.89
Kochi,Visakhapatnam,1125.1,Road,2028.8,8,Automotive Components,8.1,102114.34
Mumbai,Chennai,294.8,Road,4120.3,4,Textiles,7.2,57288.63
Kolkata,Pune,300.4,Rail,794.1,6,Textiles,4.4,6952.96
Kochi,Delhi,2445.7,Rail,919.1,57,Consumer Goods,1.3,47614.82
Visakhapatnam,Delhi,318.6,Sea,1939.6,27,Heavy Machinery,2.2,10484.68
Ahmedabad,Kochi,2250.4,Sea,4646.9,61,Textiles,5.2,152195.92
Kochi,Ahmedabad,2553.2,Road,950.6,62,Consumer Goods,6.3,104320.57
Hyderabad,Ahmedabad,2627.9,Road,4780.3,86,Consumer Goods,1.8,481214.9
Bengaluru,Delhi,2439.7,Sea,3376.3,58,Automotive Components,5.2,120553.48
Pune,Bengaluru,2681.2,Road,2382.6,21,Automotive Components,3.6,273846.99
Ahmedabad,Hyderabad,287.3,Rail,137.4,58,Consumer Goods,1.6,2294.98
Pune,Mumbai,2791.0,Road,2647.4,9,Automotive Components,4.2,291399.42
Hyderabad,Kochi,204.3,Rail,2107.6,4,Automotive Components,6.7,11786.48
Chennai,Delhi,591.3,Air,3964.5,58,Heavy Machinery,8.0,329072.16
Chennai,Kolkata,364.5,Rail,2818.2,29,Heavy Machinery,7.9,26531.03
Visakhapatnam,Chennai,2121.6,Road,4870.1,44,Consumer Goods,5.6,436884.23
Kolkata,Visakhapatnam,380.6,Rail,604.0,79,Pharmaceuticals,1.9,6396.03
