distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,geopolitical_risk_score,port_congestion_index,supplier_dependency_ratio,risk_score,disruption_risk_level
3686.4,21.2,6,Road,13.8,51.3,5.0,0.4,48.7,1
1044.6,84.2,27,Rail,29.2,47.6,1.4,0.28,45.5,1
3848.1,19.9,29,Road,77.0,40.9,0.5,0.06,47.1,1
2234.4,34.4,23,Air,1.0,33.0,6.5,0.75,43.4,1
2748.2,12.8,39,Road,19.3,11.0,0.1,0.94,48.8,1
232.4,13.2,32,Road,43.6,36.3,2.4,0.62,40.2,1
1467.0,77.6,34,Road,71.4,6.8,4.8,0.5,61.4,1
869.3,33.4,8,Rail,24.9,13.6,8.2,0.45,33.7,0
2936.0,26.9,11,Road,87.6,64.4,5.7,0.69,67.5,1
3510.9,59.2,20,Road,36.7,77.0,0.3,0.31,61.2,1
754.7,20.2,27,Road,87.5,18.7,1.1,0.15,36.9,0
2757.7,85.1,15,Rail,33.4,37.1,5.8,0.93,67.6,1
574.6,87.5,6,Rail,88.9,69.6,8.7,0.64,72.2,2
2905.0,27.5,24,Sea,92.2,8.8,2.0,0.95,71.0,2
593.8,86.3,32,Sea,85.4,36.6,1.5,0.45,66.2,1
3741.2,45.5,18,Rail,0.7,56.5,7.3,0.9,61.2,1
3050.8,48.1,2,Sea,40.3,23.7,8.1,0.13,59.9,1
3495.0,25.4,13,Multimodal,85.9,55.1,9.8,0.45,71.5,2
1198.6,27.9,34,Rail,73.9,82.7,0.9,0.56,52.0,1
3578.9,59.0,6,Rail,98.5,2.5,2.7,0.45,64.8,1
3770.1,20.2,22,Road,56.9,65.7,1.1,0.93,65.2,1
245.5,12.4,31,Air,68.5,66.9,6.2,0.87,48.5,1
1813.5,17.3,38,Road,58.6,46.4,0.3,0.41,44.3,1
3889.0,85.4,35,Rail,98.8,0.6,1.1,0.37,72.2,2
1721.4,26.0,17,Sea,99.5,62.0,0.3,0.66,62.4,1
4142.7,57.2,7,Road,54.0,0.4,2.7,0.3,56.8,1
453.3,70.1,16,Road,79.2,46.9,4.9,0.19,52.4,1
2648.3,52.3,13,Air,1.0,89.5,5.0,0.79,57.5,1
1286.7,78.7,23,Road,45.2,25.5,3.4,0.32,52.9,1
1680.2,21.2,15,Road,49.1,15.4,5.6,0.14,36.6,0
2520.3,73.1,33,Road,65.2,70.0,2.8,0.69,71.7,2
381.4,55.8,38,Rail,87.1,3.5,5.7,0.45,48.5,1
1694.4,33.6,13,Road,46.8,12.4,1.7,0.92,52.6,1
399.8,79.9,34,Rail,96.7,58.0,8.2,0.25,59.6,1
1116.3,64.2,8,Rail,43.1,87.9,7.8,0.81,61.0,1
2981.5,28.0,24,Road,28.2,56.5,4.0,0.66,56.2,1
556.3,28.1,22,Road,34.3,57.0,1.2,0.94,48.4,1
2386.8,5.7,11,Road,67.0,51.8,6.0,0.84,56.5,1
3318.2,66.7,2,Rail,4.6,84.0,6.6,0.64,63.2,1
3205.3,0.9,12,Road,19.4,34.1,6.9,0.71,45.6,1
321.9,80.4,36,Multimodal,45.5,60.7,8.8,0.71,67.9,1
2160.9,15.1,23,Sea,55.5,17.8,4.0,0.88,60.9,1
1842.0,78.2,26,Sea,58.3,50.9,2.1,0.69,75.4,2
517.3,16.2,39,Air,92.8,85.8,1.1,0.41,47.1,1
3876.9,56.2,28,Sea,2.9,27.8,0.2,0.37,51.5,1
3822.4,37.0,30,Road,0.9,35.0,7.9,0.75,56.5,1
3863.0,54.1,6,Road,64.4,82.3,8.3,0.59,76.4,2
40.3,75.7,26,Road,97.7,40.3,3.6,0.7,67.1,1
1080.9,15.6,30,Sea,88.9,46.8,2.3,0.76,60.4,1
1452.8,10.2,12,Multimodal,39.6,26.7,7.1,0.7,44.9,1
108.1,32.6,4,Sea,77.7,0.0,7.0,0.16,47.2,1
4356.1,13.8,16,Sea,92.5,25.3,5.9,0.81,78.0,2
120.8,83.3,20,Rail,65.8,21.9,3.1,0.28,47.4,1
219.9,17.6,33,Road,16.4,51.5,1.9,0.64,37.2,0
1568.4,25.6,14,Road,74.1,64.5,0.7,0.52,55.9,1
1660.9,55.3,34,Sea,12.3,83.7,7.2,0.53,62.2,1
4144.0,84.9,17,Rail,83.1,71.3,2.6,0.52,81.2,2
1895.3,79.3,32,Rail,21.6,62.2,2.3,0.38,53.4,1
1736.1,27.1,5,Rail,41.6,76.8,2.2,0.79,48.4,1
164.5,30.7,7,Road,15.7,61.9,9.3,0.64,40.3,1
309.3,72.5,26,Sea,59.5,58.7,9.0,0.44,66.3,1
1657.7,36.0,15,Rail,49.6,11.4,9.6,0.09,36.5,0
4306.1,32.6,31,Road,38.8,31.8,9.1,0.31,57.1,1
934.3,65.5,10,Air,96.1,51.7,1.8,0.62,63.1,1
3688.2,40.7,1,Rail,15.7,57.2,1.9,0.13,40.5,1
1396.1,61.9,7,Road,76.2,75.3,6.3,0.69,70.5,2
2773.9,87.9,16,Road,61.7,83.5,8.7,0.77,83.5,2
3184.0,38.2,12,Road,80.8,26.5,6.8,0.67,68.0,1
293.5,5.3,35,Road,61.9,77.9,6.6,0.4,40.9,1
3171.2,87.0,1,Multimodal,90.7,73.0,8.1,0.11,79.3,2
2895.1,33.2,35,Road,26.0,1.7,2.8,0.15,35.8,0
2809.7,53.7,3,Sea,95.8,37.6,8.1,0.68,83.4,2
2130.4,19.3,26,Rail,19.5,53.9,2.3,0.22,31.5,0
1691.3,68.0,19,Sea,98.6,63.8,5.8,0.83,87.7,2
1956.0,58.2,25,Road,73.8,95.0,5.4,0.15,59.3,1
887.1,41.7,23,Multimodal,87.4,85.4,4.1,0.66,64.3,1
3159.7,83.3,33,Road,71.0,53.7,9.0,0.25,72.5,2
1210.4,39.8,11,Sea,46.5,1.8,5.3,0.54,52.1,1
3017.1,33.4,4,Road,5.9,28.1,8.7,0.45,46.4,1
3915.2,84.5,12,Sea,4.0,52.2,8.3,0.46,73.8,2
4227.6,26.3,38,Road,97.9,1.3,6.9,0.91,74.4,2
2624.3,59.8,35,Multimodal,77.0,99.9,7.7,0.08,68.5,1
4267.5,4.8,14,Sea,91.7,13.3,9.2,0.31,65.0,1
391.4,61.5,23,Road,32.7,3.2,9.0,0.75,53.1,1
3886.8,55.6,5,Rail,8.2,52.0,7.4,0.28,51.0,1
1177.2,21.5,19,Road,88.5,20.1,7.0,0.27,43.8,1
379.0,7.7,29,Road,17.0,49.8,9.1,0.2,26.1,0
2819.3,39.8,18,Sea,18.2,60.5,3.8,0.47,56.9,1
2186.9,68.4,1,Road,95.1,14.7,1.2,0.53,66.0,1
1244.8,4.5,9,Rail,13.3,28.9,6.1,0.42,26.4,0
3511.2,70.8,24,Rail,82.0,56.1,7.0,0.92,81.3,2
4327.2,20.0,13,Sea,4.1,99.8,8.2,0.28,62.3,1
869.0,23.4,18,Air,64.5,8.2,0.8,0.85,45.4,1
886.5,89.9,16,Rail,19.6,79.6,4.4,0.64,57.7,1
542.7,6.4,27,Road,10.7,92.3,3.3,0.21,26.1,0
4441.4,55.8,10,Road,86.4,88.6,5.6,0.82,87.9,2
1942.6,48.2,32,Road,5.8,55.8,0.8,0.11,34.8,0
1515.8,89.9,8,Road,77.1,62.9,1.3,0.73,74.8,2
2545.4,36.2,20,Rail,40.6,23.2,9.5,0.14,41.3,1
3541.1,49.3,4,Sea,20.2,38.9,4.1,0.14,53.7,1
2833.3,17.0,17,Road,66.7,8.7,2.9,0.41,46.1,1
2363.5,72.2,18,Rail,39.7,19.3,4.6,0.39,49.8,1
3423.0,32.2,23,Multimodal,77.6,69.7,5.3,0.14,58.5,1
4061.2,6.5,26,Rail,58.1,67.6,3.5,0.51,53.5,1
2821.7,25.4,2,Road,62.4,5.5,5.5,0.26,47.5,1
1990.4,80.4,31,Road,0.9,57.2,2.3,0.21,47.5,1
2033.3,54.7,13,Sea,74.4,68.7,9.6,0.06,66.2,1
335.0,83.5,23,Road,2.5,86.0,5.9,0.89,60.8,1
1597.5,4.8,35,Road,39.6,51.0,4.8,0.26,34.6,0
1526.1,28.9,27,Rail,97.3,24.3,9.5,0.29,48.4,1
3732.7,57.5,4,Road,61.3,99.2,7.1,0.44,73.7,2
3856.8,52.8,38,Road,75.5,85.5,7.4,0.2,66.9,1
1996.7,22.1,14,Road,1.5,44.8,3.0,0.93,48.2,1
2870.4,8.0,16,Road,24.5,90.2,5.5,0.07,39.7,0
592.6,49.9,26,Rail,15.9,29.8,7.7,0.18,31.9,0
2048.7,74.4,27,Sea,67.3,44.0,3.6,0.66,72.5,2
3812.0,77.2,2,Road,30.9,30.8,1.5,0.81,70.1,2
507.1,45.8,35,Sea,87.8,11.5,4.0,0.58,57.6,1
2168.7,15.0,11,Road,85.5,75.1,4.8,0.34,54.3,1
600.5,36.1,6,Rail,7.1,43.2,7.0,0.46,35.8,0
2013.5,85.7,19,Sea,62.6,32.4,0.3,0.41,65.2,1
309.3,56.2,22,Rail,35.9,45.2,0.1,0.61,41.4,1
1649.5,47.9,12,Road,35.5,14.3,10.0,0.71,55.7,1
4391.6,38.3,37,Multimodal,18.5,56.6,1.4,0.86,59.6,1
3222.3,5.6,14,Air,29.3,3.5,6.9,0.95,47.8,1
3993.2,54.3,20,Rail,48.1,50.4,6.4,0.37,60.0,1
3971.9,30.5,16,Road,84.9,98.0,8.0,0.06,64.4,1
4015.9,72.2,30,Road,44.5,28.1,3.6,0.46,66.3,1
1345.4,48.8,10,Road,83.3,43.1,1.6,0.31,52.5,1
1236.0,73.8,30,Road,6.7,47.6,5.4,0.85,57.0,1
1701.2,8.0,16,Multimodal,91.9,75.6,8.2,0.33,57.0,1
956.6,61.0,12,Rail,72.2,39.8,7.0,0.49,56.0,1
1838.3,63.7,31,Rail,47.5,29.0,6.9,0.76,57.9,1
2310.3,83.1,6,Road,40.1,5.8,4.1,0.83,69.3,1
1760.8,79.6,27,Air,94.7,61.7,2.0,0.32,61.8,1
2005.3,84.7,29,Road,85.5,62.5,7.9,0.21,67.5,1
4059.1,30.5,4,Road,45.4,84.8,4.4,0.26,57.1,1
269.8,46.3,33,Multimodal,46.8,91.6,7.1,0.44,51.6,1
3663.0,58.4,13,Multimodal,60.2,44.5,8.6,0.12,66.7,1
3984.2,74.5,35,Multimodal,98.0,4.4,6.2,0.31,75.8,2
250.8,86.4,32,Sea,30.7,19.4,8.5,0.17,58.9,1
1019.0,38.0,2,Road,97.9,75.7,8.9,0.31,57.4,1
3185.8,52.5,1,Road,23.8,69.7,6.8,0.69,62.2,1
4026.6,43.2,8,Rail,45.9,5.4,5.2,0.26,48.9,1
1512.0,82.1,36,Road,10.3,81.2,0.2,0.56,57.0,1
1594.6,70.1,4,Road,35.1,32.7,9.4,0.77,62.2,1
4085.1,75.0,19,Sea,99.3,83.5,4.5,0.39,92.1,2
1065.9,18.8,7,Multimodal,43.6,76.0,7.2,0.78,54.0,1
846.1,2.9,22,Sea,85.5,70.8,8.5,0.55,63.6,1
3021.1,34.8,38,Rail,28.4,73.6,3.3,0.22,43.9,1
824.6,46.6,36,Road,87.6,18.6,6.1,0.26,51.7,1
1252.7,41.2,33,Multimodal,53.3,95.5,1.3,0.42,49.2,1
1830.2,69.2,30,Road,44.5,13.4,8.8,0.14,51.1,1
425.4,16.2,36,Road,31.9,73.0,0.7,0.66,39.2,0
2912.2,64.6,25,Rail,37.9,33.4,7.6,0.12,51.2,1
3686.4,73.6,24,Sea,76.0,70.1,8.9,0.29,85.7,2
3712.8,16.3,17,Multimodal,85.4,61.2,8.0,0.1,59.2,1
2886.6,26.6,28,Road,59.5,10.8,8.1,0.45,50.4,1
2151.3,68.2,1,Sea,72.2,77.4,2.2,0.75,78.8,2
1567.2,47.3,29,Air,87.5,76.1,2.5,0.38,55.2,1
34.0,38.6,8,Rail,27.9,18.0,4.9,0.44,32.6,0
3995.4,78.0,9,Road,77.4,0.8,3.8,0.33,67.5,1
102.8,60.5,4,Road,50.8,49.4,1.7,0.2,41.7,1
2421.2,39.1,27,Rail,28.6,76.6,6.3,0.42,49.2,1
779.9,56.4,10,Air,83.9,79.9,5.8,0.63,59.6,1
2780.0,66.7,19,Road,11.9,64.7,2.3,0.09,47.5,1
426.2,59.6,13,Sea,47.0,48.5,7.5,0.58,60.7,1
2505.2,64.7,27,Rail,2.5,9.4,0.8,0.92,51.2,1
3539.0,54.0,18,Rail,16.7,81.6,3.6,0.43,54.1,1
2359.8,57.2,36,Rail,7.6,34.1,9.1,0.28,44.0,1
788.7,24.4,38,Sea,64.5,43.8,5.3,0.73,58.7,1
2762.3,3.4,38,Road,44.2,82.4,8.8,0.27,46.6,1
2576.4,7.6,16,Road,44.3,57.9,4.5,0.76,51.8,1
4004.4,25.4,35,Sea,28.6,93.6,5.0,0.55,65.4,1
167.9,72.9,31,Rail,57.3,81.3,7.9,0.47,52.8,1
3300.8,79.8,12,Road,44.9,0.5,2.4,0.61,64.5,1
1953.5,24.3,37,Rail,72.1,2.7,4.7,0.32,40.7,1
2039.7,67.9,37,Road,42.8,63.3,1.3,0.35,55.0,1
4359.1,34.2,37,Sea,46.2,69.6,0.3,0.18,57.2,1
1617.1,34.6,27,Sea,78.1,67.9,5.8,0.85,75.5,2
2664.5,9.1,34,Road,70.0,51.0,3.8,0.86,58.3,1
1183.4,49.6,23,Multimodal,77.0,92.1,0.8,0.33,49.3,1
1675.0,41.8,4,Multimodal,38.0,77.4,10.0,0.58,62.3,1
2540.1,81.6,11,Road,91.0,65.6,1.6,0.88,83.8,2
4482.3,46.8,2,Road,76.4,60.5,5.5,0.87,84.1,2
2614.7,43.0,27,Rail,53.4,84.2,2.8,0.54,54.5,1
1026.2,15.1,6,Road,64.5,92.0,5.8,0.17,45.5,1
4341.1,86.2,25,Multimodal,3.2,95.0,6.3,0.42,75.5,2
1203.1,29.3,15,Road,17.9,40.5,0.3,0.8,43.6,1
2619.9,31.9,20,Multimodal,38.6,14.6,9.6,0.37,52.3,1
185.1,71.4,38,Road,6.8,38.7,8.8,0.92,56.4,1
2035.7,80.4,12,Air,83.8,65.4,8.8,0.46,68.6,1
4237.9,87.6,4,Road,35.6,87.3,6.0,0.26,73.8,2
115.1,87.6,11,Road,52.9,98.1,2.3,0.13,54.3,1
1307.8,26.6,12,Sea,33.0,47.3,6.3,0.77,56.1,1
2913.2,81.2,34,Rail,65.7,80.7,3.9,0.5,69.3,1
3173.8,33.5,39,Sea,57.3,38.5,5.7,0.15,56.6,1
2300.2,37.5,26,Road,5.5,48.3,7.0,0.46,42.5,1
3481.2,87.9,38,Road,84.3,30.8,7.8,0.06,68.8,1
1399.1,18.3,25,Road,19.3,99.2,0.9,0.16,34.0,0
1497.1,2.0,39,Rail,22.6,89.1,5.5,0.53,36.3,0
2479.6,6.6,9,Road,61.3,67.2,6.8,0.15,46.6,1
2040.0,2.3,12,Rail,7.8,27.2,1.2,0.47,27.0,0
1446.6,5.2,36,Rail,48.2,36.7,4.2,0.65,36.6,0
316.3,11.1,31,Air,65.2,76.7,5.6,0.41,38.4,0
161.7,14.1,21,Road,57.8,75.0,8.8,0.81,49.4,1
3274.5,24.6,6,Road,33.4,97.8,9.6,0.23,51.2,1
684.2,39.9,28,Road,52.4,90.3,6.7,0.87,60.5,1
481.9,84.2,31,Sea,0.7,47.0,0.2,0.73,56.6,1
2430.9,31.9,1,Rail,25.8,89.2,7.6,0.64,52.0,1
3283.5,22.0,15,Air,18.7,64.3,6.4,0.35,43.8,1
4200.3,63.2,11,Road,52.9,88.2,2.2,0.33,68.4,1
2812.8,78.5,38,Rail,89.5,75.8,7.0,0.94,83.5,2
4197.1,15.2,13,Sea,46.1,50.4,5.0,0.36,63.3,1
2364.4,71.3,12,Road,60.3,35.9,4.0,0.39,63.7,1
2710.1,85.3,29,Road,22.4,10.0,4.7,0.41,56.2,1
3606.9,53.8,20,Rail,22.3,8.3,4.1,0.3,47.2,1
2992.4,73.2,10,Rail,73.4,60.9,6.2,0.69,71.8,2
2347.9,4.9,11,Road,50.9,78.1,2.0,0.6,50.1,1
2410.8,62.9,2,Road,46.6,71.2,5.0,0.46,65.0,1
2411.4,47.0,27,Sea,46.9,51.7,7.3,0.81,76.2,2
1579.1,47.9,33,Road,2.9,98.1,4.2,0.27,46.1,1
1870.8,57.8,27,Rail,13.9,68.6,6.2,0.09,40.2,1
3026.0,59.8,12,Road,91.9,79.2,7.4,0.91,86.0,2
849.6,18.7,26,Air,4.4,39.6,6.4,0.58,30.1,0
4207.9,9.6,13,Road,72.5,86.1,1.2,0.41,59.2,1
3828.9,75.8,10,Road,78.8,61.6,2.7,0.26,73.3,2
2663.3,33.8,39,Multimodal,75.6,61.6,6.8,0.61,67.1,1
1879.6,88.3,25,Road,50.9,9.2,3.6,0.39,59.7,1
3892.1,28.4,17,Multimodal,16.8,53.8,9.0,0.93,68.2,1
3019.7,46.4,2,Road,70.1,56.6,7.6,0.17,57.6,1
3805.3,42.7,2,Road,15.3,8.7,3.8,0.59,52.3,1
1768.7,17.2,30,Rail,65.0,25.1,5.8,0.28,40.6,1
3806.3,83.2,16,Road,86.1,27.6,6.3,0.52,80.8,2
195.2,63.1,14,Road,15.0,63.2,5.1,0.05,34.4,0
366.4,49.5,3,Road,71.7,45.4,2.3,0.51,49.8,1
4174.9,14.0,34,Rail,75.1,2.3,0.2,0.93,62.1,1
1845.2,6.6,15,Road,43.4,99.4,6.3,0.69,53.5,1
4329.8,24.4,23,Multimodal,93.7,20.5,9.8,0.81,84.8,2
3185.5,59.6,3,Rail,65.5,9.4,6.3,0.06,47.6,1
2673.3,72.0,37,Sea,73.7,79.9,4.8,0.81,83.1,2
1918.4,29.4,36,Road,90.2,94.2,1.4,0.92,68.4,1
4170.1,56.8,34,Sea,27.2,97.5,0.2,0.44,67.8,1
3465.2,18.0,12,Road,11.2,78.5,7.1,0.11,40.4,1
2086.5,15.6,18,Sea,25.1,91.3,7.3,0.75,61.9,1
1411.0,38.8,1,Air,53.7,77.7,3.2,0.13,41.1,1
2422.6,89.4,37,Rail,7.1,23.0,9.3,0.2,50.6,1
2856.3,40.8,38,Rail,59.9,63.1,7.1,0.38,57.4,1
2756.5,40.2,4,Road,78.2,52.0,2.7,0.08,51.4,1
2609.2,78.7,26,Rail,67.7,6.8,0.7,0.46,57.2,1
1529.3,38.1,30,Sea,52.5,16.0,2.7,0.78,59.1,1
3907.3,6.7,36,Road,51.8,65.5,2.6,0.06,47.0,1
3375.8,52.3,19,Rail,28.6,42.6,7.4,0.39,52.1,1
1164.1,44.8,9,Road,79.9,94.7,1.7,0.09,51.4,1
2905.7,63.8,31,Road,34.5,17.2,0.3,0.13,47.4,1
4141.3,3.3,14,Road,52.4,8.8,9.3,0.57,50.4,1
3360.4,13.8,17,Road,26.8,79.4,4.2,0.48,53.3,1
3827.8,40.7,30,Sea,64.7,70.8,3.4,0.21,67.0,1
1850.4,77.1,6,Road,69.9,17.2,4.9,0.42,63.7,1
2516.8,87.0,17,Road,70.7,7.2,8.7,0.91,78.7,2
1229.3,65.1,35,Air,53.4,71.0,2.4,0.27,50.6,1
957.0,5.1,22,Rail,16.6,59.3,3.9,0.6,29.0,0
3114.9,14.2,21,Road,12.6,83.8,2.2,0.18,38.7,0
2301.7,5.3,19,Road,2.6,86.2,5.4,0.17,36.3,0
2321.8,69.3,11,Road,43.0,74.6,1.3,0.57,61.8,1
1374.1,29.8,16,Road,40.5,30.1,8.4,0.87,52.3,1
470.3,70.3,35,Sea,74.3,37.0,8.0,0.75,74.1,2
2552.8,14.2,7,Sea,53.6,10.6,5.4,0.6,56.7,1
2296.7,13.0,5,Multimodal,62.3,53.2,4.6,0.24,46.0,1
2380.6,58.0,22,Road,40.7,96.1,1.4,0.76,68.3,1
589.4,62.1,17,Multimodal,48.3,91.5,7.9,0.23,55.3,1
3858.7,4.2,19,Air,95.2,71.3,5.9,0.26,57.4,1
340.6,50.4,4,Rail,40.0,55.3,8.8,0.91,51.5,1
3511.5,35.8,24,Sea,37.6,99.3,2.0,0.93,73.5,2
1530.1,12.1,24,Road,11.4,79.0,1.5,0.43,41.3,1
4098.5,49.3,35,Rail,57.6,61.7,8.6,0.52,66.3,1
2043.4,34.0,35,Road,32.0,73.9,0.7,0.6,51.3,1
3943.9,80.3,9,Road,17.3,99.1,4.3,0.28,69.4,1
319.7,76.5,22,Road,44.6,90.4,7.1,0.2,51.5,1
3178.4,72.8,32,Road,27.3,5.3,9.4,0.87,69.1,1
2094.1,46.3,26,Road,5.9,10.9,6.4,0.91,51.2,1
2112.0,70.0,28,Sea,81.0,42.8,3.7,0.58,72.0,2
4387.5,67.9,22,Rail,69.9,99.8,5.7,0.38,73.5,2
1125.5,45.5,19,Road,24.5,20.9,0.4,0.29,37.4,0
3540.5,42.4,10,Road,10.6,29.4,5.8,0.51,50.8,1
2446.2,60.8,34,Road,62.6,0.5,9.2,0.46,59.2,1
1805.9,7.6,4,Sea,67.5,79.5,4.9,0.61,57.2,1
1552.2,61.4,4,Sea,76.2,72.1,4.8,0.77,77.1,2
564.1,78.3,25,Road,29.8,87.5,2.7,0.36,54.3,1
4297.3,16.0,10,Road,46.4,82.5,4.5,0.83,68.0,1
424.7,42.0,11,Road,92.1,65.8,8.2,0.45,57.3,1
778.9,47.1,2,Multimodal,34.1,34.7,8.3,0.83,58.9,1
3227.8,6.9,5,Multimodal,29.2,43.2,6.3,0.44,48.9,1
4482.3,13.4,34,Road,83.1,6.8,6.4,0.36,57.4,1
2225.1,84.2,11,Road,89.8,64.2,8.9,0.21,71.1,2
136.1,28.8,35,Sea,53.5,24.4,7.2,0.9,58.5,1
974.7,40.3,36,Road,11.7,99.0,0.1,0.74,48.4,1
1861.7,17.0,11,Road,34.1,56.6,7.9,0.18,38.3,0
4307.4,19.1,38,Road,72.9,26.0,5.2,0.79,64.7,1
589.4,0.6,26,Sea,86.9,25.7,3.4,0.44,46.5,1
4061.3,30.0,37,Rail,90.3,50.7,2.1,0.88,68.6,1
1151.9,31.4,1,Road,33.6,62.7,9.9,0.08,41.1,1
62.8,88.8,23,Road,47.1,45.0,3.4,0.31,53.3,1
366.9,18.2,36,Sea,10.8,70.8,3.1,0.4,37.6,0
2486.4,60.2,14,Rail,11.8,51.8,6.6,0.3,46.0,1
4357.6,0.9,17,Rail,92.8,7.4,3.1,0.1,47.1,1
1602.4,44.8,10,Road,73.7,22.4,0.5,0.07,46.0,1
1939.1,47.6,18,Road,19.9,9.9,3.4,0.79,51.3,1
3403.5,82.2,28,Rail,26.5,59.9,4.7,0.71,66.9,1
1959.4,53.7,38,Rail,49.4,44.0,1.7,0.18,43.3,1
4092.4,89.1,15,Rail,61.7,98.5,8.6,0.69,85.1,2
4415.2,47.7,20,Rail,73.4,32.6,1.0,0.19,57.0,1
2707.8,81.0,32,Sea,73.3,2.8,4.4,0.4,71.4,2
147.0,44.1,36,Sea,88.2,96.2,7.3,0.43,68.2,1
536.6,70.6,1,Sea,57.7,61.7,0.3,0.43,58.6,1
255.0,88.6,26,Sea,79.4,49.3,8.9,0.51,79.1,2
3096.6,52.1,16,Rail,52.4,79.5,1.2,0.21,52.6,1
807.9,42.7,22,Rail,18.2,22.1,2.7,0.74,42.4,1
2256.8,81.5,20,Sea,9.2,26.4,8.6,0.1,56.3,1
861.1,11.6,17,Road,29.6,91.1,2.7,0.26,34.2,0
3685.8,26.8,8,Road,60.4,37.0,0.5,0.31,53.6,1
2009.5,16.8,34,Rail,56.8,100.0,2.9,0.25,44.6,1
4466.1,67.8,11,Multimodal,0.3,27.0,0.0,0.24,49.8,1
1864.6,14.6,18,Road,77.5,76.9,1.5,0.73,57.1,1
4026.7,70.5,29,Air,21.3,2.2,7.6,0.84,65.2,1
2468.0,65.3,29,Air,78.9,8.1,1.7,0.92,68.0,1
2749.1,18.4,12,Road,41.8,31.9,1.5,0.89,52.4,1
159.5,31.9,37,Rail,56.7,50.7,2.4,0.21,31.2,0
2321.2,43.5,2,Road,88.5,35.9,6.5,0.58,64.6,1
3499.3,12.3,32,Air,21.2,81.9,5.7,0.49,47.4,1
2202.7,66.1,39,Multimodal,5.1,61.9,4.3,0.95,63.5,1
914.8,70.9,12,Rail,13.8,98.2,4.7,0.4,48.9,1
3349.4,52.9,26,Sea,11.6,72.4,9.8,0.79,79.0,2
4063.4,36.9,25,Road,10.0,25.4,5.0,0.09,42.9,1
4410.6,18.4,22,Road,90.7,63.0,3.8,0.3,62.3,1
4065.5,59.2,29,Sea,0.1,58.5,4.9,0.68,69.9,1
2547.8,31.8,8,Rail,37.0,75.7,7.4,0.29,41.7,1
1719.4,33.5,2,Air,27.9,50.7,4.7,0.6,43.4,1
2818.4,64.1,14,Multimodal,82.0,41.5,2.9,0.73,74.7,2
2257.5,24.5,3,Road,26.8,85.3,3.4,0.26,41.7,1
3739.3,36.7,31,Air,37.4,53.1,6.2,0.41,55.5,1
2464.8,10.3,4,Road,98.3,42.5,5.0,0.24,53.4,1
1249.1,86.1,2,Rail,81.6,85.3,7.7,0.55,70.1,2
4077.5,63.0,34,Road,17.8,21.6,8.8,0.26,54.4,1
2705.8,60.3,4,Multimodal,2.5,88.5,1.7,0.42,50.6,1
2927.1,37.0,30,Sea,74.9,85.0,8.4,0.43,76.1,2
1581.6,4.6,11,Road,43.6,18.7,9.3,0.52,41.0,1
3156.2,30.4,27,Air,85.8,25.4,0.8,0.37,52.7,1
471.3,49.5,23,Road,3.5,43.5,1.0,0.74,43.7,1
1917.2,88.3,16,Road,69.7,53.9,7.1,0.49,73.1,2
1630.6,29.0,23,Road,75.3,93.0,1.3,0.16,51.6,1
2076.0,63.3,19,Air,72.7,11.0,1.2,0.79,60.6,1
2233.7,53.2,26,Road,96.5,39.6,0.2,0.18,58.5,1
336.4,11.3,35,Sea,69.2,44.9,6.6,0.12,42.0,1
4053.0,17.0,26,Rail,75.8,12.3,3.3,0.83,59.7,1
2446.0,82.5,14,Road,10.1,52.7,4.7,0.72,63.1,1
1911.5,9.7,11,Air,24.8,36.3,3.2,0.25,29.0,0
1827.8,35.7,33,Rail,80.4,21.3,2.7,0.35,46.1,1
1660.5,89.8,37,Sea,84.9,92.5,7.3,0.77,94.2,2
423.3,5.7,28,Sea,77.9,63.3,6.0,0.94,62.9,1
2453.0,46.6,35,Road,32.9,71.6,0.3,0.66,58.6,1
673.3,33.8,35,Rail,21.3,61.1,6.6,0.75,42.5,1
3415.0,62.4,22,Multimodal,97.5,8.5,8.8,0.22,71.9,2
796.4,89.3,24,Road,69.3,85.7,8.6,0.94,77.1,2
1549.4,70.5,4,Road,4.4,72.7,5.5,0.62,57.3,1
4489.6,40.6,18,Rail,89.3,14.6,1.5,0.65,64.8,1
541.8,57.6,13,Sea,20.9,98.6,6.1,0.83,66.3,1
3146.2,84.9,21,Rail,28.5,27.9,3.4,0.71,64.3,1
2890.3,7.0,25,Rail,55.3,69.9,7.4,0.33,45.3,1
2452.6,60.2,26,Road,81.9,4.1,8.7,0.38,61.5,1
1783.3,85.7,27,Road,52.3,25.5,4.3,0.05,53.0,1
152.5,46.8,24,Air,50.4,14.3,1.8,0.73,45.6,1
2976.7,16.0,13,Rail,62.9,98.3,7.6,0.71,58.7,1
398.3,74.5,21,Rail,22.8,95.2,4.0,0.43,50.2,1
4434.8,84.0,38,Road,41.4,97.1,4.0,0.28,74.4,2
1053.6,57.8,19,Road,32.2,20.1,2.6,0.67,49.4,1
895.3,44.0,29,Road,22.0,2.3,7.6,0.41,37.8,0
2199.7,71.2,35,Rail,76.6,62.0,1.4,0.52,65.6,1
4093.3,58.2,9,Road,95.6,51.0,3.1,0.46,76.0,2
1839.1,52.3,4,Road,94.0,89.9,6.6,0.24,64.5,1
3625.8,34.6,13,Air,13.6,32.7,0.8,0.61,48.4,1
2625.8,31.5,18,Rail,2.6,56.8,5.1,0.33,34.7,0
